loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source
51936,0.101599147121535,-0.118421052631579,134,38,aquamaps
51937,0.0911513859275053,-0.108108108108108,134,37,aquamaps
51938,0.100944510035419,-0.111111111111111,121,36,aquamaps
51939,0.0885093167701863,-0.108108108108108,138,37,aquamaps
51940,0.0788018433179724,-0.102564102564103,155,39,aquamaps
51941,0.103236607142857,-0.111111111111111,128,36,aquamaps
51942,0.0755912961210975,-0.0810810810810811,151,37,aquamaps
51943,0.0813824884792627,-0.1125,155,40,aquamaps
52643,0.0205128205128205,-0.125,117,16,aquamaps
52644,0.0205128205128205,-0.125,117,16,aquamaps
52645,0.0208695652173913,-0.125,115,16,aquamaps
52646,0.0210526315789474,-0.125,114,16,aquamaps
52647,0.0203389830508475,-0.117647058823529,118,17,aquamaps
52648,0.0232876712328767,-0.105263157894737,146,19,aquamaps
52649,0.0324175824175824,-0.1,182,30,aquamaps
52650,0.0232876712328767,-0.105263157894737,146,19,aquamaps
52651,0.0279411764705882,-0.131578947368421,136,19,aquamaps
52652,0.0267605633802817,-0.131578947368421,142,19,aquamaps
52653,0.0244274809160305,-0.131578947368421,131,19,aquamaps
52654,0.0329608938547486,-0.1,179,30,aquamaps
52655,0.0551414768806073,-0.107142857142857,207,42,aquamaps
52656,0.0703896103896104,-0.1125,165,40,aquamaps
52657,0.0747739602169982,-0.1,158,40,aquamaps
52658,0.0908791208791209,-0.111111111111111,130,36,aquamaps
52659,0.076221198156682,-0.102564102564103,155,39,aquamaps
52660,0.0782967032967033,-0.102564102564103,156,39,aquamaps
52661,0.0756073858114674,-0.102564102564103,147,39,aquamaps
52662,0.0803571428571429,-0.102564102564103,152,39,aquamaps
52663,0.137181996086106,-0.12,73,25,aquamaps
52664,0.146551724137931,-0.142857142857143,58,21,aquamaps
53363,0.0205128205128205,-0.125,117,16,aquamaps
53364,0.0203389830508475,-0.125,118,16,aquamaps
53365,0.0195121951219512,-0.117647058823529,123,17,aquamaps
53366,0.019672131147541,-0.117647058823529,122,17,aquamaps
53367,0.0201680672268908,-0.117647058823529,119,17,aquamaps
53368,0.0203389830508475,-0.117647058823529,118,17,aquamaps
53369,0.0233333333333333,-0.138888888888889,120,18,aquamaps
53370,0.0229508196721311,-0.138888888888889,122,18,aquamaps
53371,0.0231404958677686,-0.138888888888889,121,18,aquamaps
53372,0.0231404958677686,-0.138888888888889,121,18,aquamaps
53373,0.025,-0.131578947368421,128,19,aquamaps
53374,0.0253968253968254,-0.131578947368421,126,19,aquamaps
53375,0.0283783783783784,-0.125,148,20,aquamaps
53376,0.0521200260926288,-0.0975609756097561,219,41,aquamaps
53377,0.065668202764977,-0.107142857142857,186,42,aquamaps
53378,0.0763392857142857,-0.1125,160,40,aquamaps
53379,0.0872448979591837,-0.118421052631579,140,38,aquamaps
53380,0.0623280423280423,-0.125,135,36,aquamaps
53381,0.0764502164502164,-0.109756097560976,165,41,aquamaps
53382,0.0829887218045113,-0.1125,152,40,aquamaps
53383,0.103138528138528,-0.121621621621622,132,37,aquamaps
53384,0.0932485322896282,-0.118421052631579,146,38,aquamaps
53386,0.143859649122807,-0.142857142857143,57,21,aquamaps
54084,0.0206896551724138,-0.125,116,16,aquamaps
54085,0.0201680672268908,-0.117647058823529,119,17,aquamaps
54086,0.02,-0.117647058823529,120,17,aquamaps
54087,0.0205128205128205,-0.117647058823529,117,17,aquamaps
54088,0.02,-0.117647058823529,120,17,aquamaps
54089,0.023728813559322,-0.138888888888889,118,18,aquamaps
54090,0.0235294117647059,-0.138888888888889,119,18,aquamaps
54091,0.0233333333333333,-0.138888888888889,120,18,aquamaps
54092,0.025,-0.119047619047619,152,21,aquamaps
54093,0.0258503401360544,-0.125,147,20,aquamaps
54094,0.025,-0.131578947368421,128,19,aquamaps
54095,0.026890756302521,-0.138888888888889,119,18,aquamaps
54096,0.0270676691729323,-0.131578947368421,133,19,aquamaps
54097,0.0530332681017613,-0.0952380952380952,219,42,aquamaps
54098,0.0610714285714286,-0.104651162790698,200,43,aquamaps
54099,0.0758651286601597,-0.1125,161,40,aquamaps
54100,0.0543478260869565,-0.136363636363636,138,33,aquamaps
54101,0.0642311886586696,-0.125,131,36,aquamaps
54102,0.0829887218045113,-0.1125,152,40,aquamaps
54103,0.0803457688808007,-0.1125,157,40,aquamaps
54104,0.0852316602316602,-0.118421052631579,148,38,aquamaps
54105,0.0934285714285714,-0.118421052631579,150,38,aquamaps
54106,0.150847457627119,-0.142857142857143,59,21,aquamaps
54805,0.02,-0.117647058823529,120,17,aquamaps
54806,0.02,-0.117647058823529,120,17,aquamaps
54807,0.0235294117647059,-0.138888888888889,119,18,aquamaps
54808,0.0231404958677686,-0.138888888888889,121,18,aquamaps
54809,0.0229508196721311,-0.138888888888889,122,18,aquamaps
54810,0.0231404958677686,-0.138888888888889,121,18,aquamaps
54811,0.0256,-0.138888888888889,125,18,aquamaps
54812,0.0253968253968254,-0.138888888888889,126,18,aquamaps
54813,0.0276923076923077,-0.131578947368421,130,19,aquamaps
54814,0.0253968253968254,-0.138888888888889,126,18,aquamaps
54815,0.0258064516129032,-0.138888888888889,124,18,aquamaps
54816,0.028125,-0.131578947368421,128,19,aquamaps
54817,0.0270676691729323,-0.131578947368421,133,19,aquamaps
54818,0.0482467532467532,-0.1,220,40,aquamaps
54819,0.0535220539828835,-0.107142857142857,217,42,aquamaps
54820,0.0443820224719101,-0.125,178,36,aquamaps
54821,0.0599611273080661,-0.125,147,36,aquamaps
54822,0.0735665694849368,-0.0972222222222222,147,36,aquamaps
54823,0.082370820668693,-0.125,141,36,aquamaps
54824,0.0830903790087464,-0.121621621621622,147,37,aquamaps
54825,0.0768194070080863,-0.115384615384615,159,39,aquamaps
54826,0.13352380952381,-0.134615384615385,75,26,aquamaps
55526,0.0201680672268908,-0.117647058823529,119,17,aquamaps
55527,0.0231404958677686,-0.138888888888889,121,18,aquamaps
55528,0.0229508196721311,-0.138888888888889,122,18,aquamaps
55529,0.0231404958677686,-0.138888888888889,121,18,aquamaps
55530,0.0224,-0.138888888888889,125,18,aquamaps
55531,0.0251968503937008,-0.138888888888889,127,18,aquamaps
55532,0.0251968503937008,-0.138888888888889,127,18,aquamaps
55533,0.0258064516129032,-0.138888888888889,124,18,aquamaps
55534,0.0253968253968254,-0.138888888888889,126,18,aquamaps
55535,0.027906976744186,-0.131578947368421,129,19,aquamaps
55536,0.0274809160305344,-0.131578947368421,131,19,aquamaps
55537,0.028125,-0.131578947368421,128,19,aquamaps
55538,0.027906976744186,-0.131578947368421,129,19,aquamaps
55539,0.0272727272727273,-0.131578947368421,132,19,aquamaps
55540,0.0298136645962733,-0.111111111111111,161,27,aquamaps
55541,0.0461988304093567,-0.132352941176471,171,34,aquamaps
55542,0.0624338624338624,-0.115384615384615,162,39,aquamaps
55543,0.0712273641851107,-0.118421052631579,142,38,aquamaps
55544,0.0854145854145854,-0.118421052631579,143,38,aquamaps
55545,0.0834368530020704,-0.121621621621622,138,37,aquamaps
55546,0.0944250871080139,-0.121212121212121,123,33,aquamaps
55547,0.141666666666667,-0.142857142857143,60,21,aquamaps
55549,0.11025641025641,-0.136363636363636,39,11,aquamaps
56247,0.0222222222222222,-0.138888888888889,126,18,aquamaps
56248,0.0220472440944882,-0.138888888888889,127,18,aquamaps
56249,0.0262295081967213,-0.138888888888889,122,18,aquamaps
56250,0.0253968253968254,-0.138888888888889,126,18,aquamaps
56251,0.026865671641791,-0.131578947368421,134,19,aquamaps
56252,0.0251968503937008,-0.138888888888889,127,18,aquamaps
56253,0.0251968503937008,-0.138888888888889,127,18,aquamaps
56254,0.0251968503937008,-0.138888888888889,127,18,aquamaps
56255,0.025,-0.138888888888889,128,18,aquamaps
56256,0.025,-0.138888888888889,128,18,aquamaps
56257,0.0256,-0.138888888888889,125,18,aquamaps
56258,0.0283783783783784,-0.131578947368421,148,19,aquamaps
56259,0.028,-0.119047619047619,150,21,aquamaps
56260,0.0295774647887324,-0.131578947368421,142,19,aquamaps
56261,0.036,-0.0967741935483871,175,31,aquamaps
56262,0.0551414768806073,-0.109756097560976,207,41,aquamaps
56263,0.0607675906183369,-0.102272727272727,201,44,aquamaps
56264,0.072875226039783,-0.107142857142857,158,42,aquamaps
56265,0.0735800344234079,-0.104651162790698,166,43,aquamaps
56266,0.0738095238095238,-0.107142857142857,156,42,aquamaps
56267,0.0774285714285714,-0.115384615384615,150,39,aquamaps
56268,0.0759896729776248,-0.107142857142857,166,42,aquamaps
56269,0.120634920634921,-0.145833333333333,63,24,aquamaps
56270,0.13,-0.136363636363636,60,22,aquamaps
56271,0.127586206896552,-0.136363636363636,58,22,aquamaps
56968,0.0231404958677686,-0.138888888888889,121,18,aquamaps
56969,0.025,-0.138888888888889,128,18,aquamaps
56970,0.0253968253968254,-0.138888888888889,126,18,aquamaps
56971,0.0258064516129032,-0.138888888888889,124,18,aquamaps
56972,0.0248062015503876,-0.138888888888889,129,18,aquamaps
56973,0.0248062015503876,-0.138888888888889,129,18,aquamaps
56974,0.026865671641791,-0.131578947368421,134,19,aquamaps
56975,0.025,-0.138888888888889,128,18,aquamaps
56976,0.025,-0.131578947368421,144,19,aquamaps
56977,0.0266666666666667,-0.131578947368421,135,19,aquamaps
56978,0.0272727272727273,-0.131578947368421,132,19,aquamaps
56979,0.03,-0.131578947368421,140,19,aquamaps
56980,0.0285714285714286,-0.131578947368421,147,19,aquamaps
56981,0.0257142857142857,-0.131578947368421,140,19,aquamaps
56982,0.0304347826086957,-0.131578947368421,138,19,aquamaps
56983,0.0285714285714286,-0.113636363636364,147,22,aquamaps
56984,0.0586062717770035,-0.102272727272727,205,44,aquamaps
56985,0.0657959183673469,-0.102272727272727,175,44,aquamaps
56986,0.082062298603652,-0.118421052631579,133,38,aquamaps
56988,0.0785200411099692,-0.115384615384615,139,39,aquamaps
56989,0.0878953107960742,-0.115384615384615,131,39,aquamaps
56990,0.07360454115421,-0.107142857142857,151,42,aquamaps
56991,0.0745925215723873,-0.109756097560976,149,41,aquamaps
56992,0.128571428571429,-0.133333333333333,35,15,aquamaps
56993,0.13,-0.115384615384615,30,13,aquamaps
57690,0.0240601503759399,-0.131578947368421,133,19,aquamaps
57691,0.0240601503759399,-0.125,133,20,aquamaps
57692,0.0238805970149254,-0.125,134,20,aquamaps
57693,0.0240601503759399,-0.125,133,20,aquamaps
57694,0.0269230769230769,-0.119047619047619,156,21,aquamaps
57695,0.0257668711656442,-0.108695652173913,163,23,aquamaps
57696,0.0243243243243243,-0.119047619047619,148,21,aquamaps
57697,0.0246575342465753,-0.119047619047619,146,21,aquamaps
57698,0.0240601503759399,-0.119047619047619,133,21,aquamaps
57699,0.0251748251748252,-0.119047619047619,143,21,aquamaps
57700,0.025,-0.119047619047619,144,21,aquamaps
57701,0.025,-0.119047619047619,144,21,aquamaps
57702,0.0285714285714286,-0.119047619047619,147,21,aquamaps
57703,0.0283783783783784,-0.119047619047619,148,21,aquamaps
57704,0.0280254777070064,-0.0925925925925926,157,27,aquamaps
57705,0.0513693560325685,-0.102272727272727,193,44,aquamaps
57706,0.0562261268143621,-0.0978260869565217,187,46,aquamaps
57707,0.0705656759348035,-0.109756097560976,149,41,aquamaps
57708,0.123636363636364,-0.159090909090909,55,22,aquamaps
57710,0.0719079578139981,-0.102272727272727,149,44,aquamaps
57711,0.0723938223938224,-0.102272727272727,148,44,aquamaps
57712,0.0723938223938224,-0.102272727272727,148,44,aquamaps
57713,0.0886904761904762,-0.0833333333333333,96,30,aquamaps
57714,0.120689655172414,-0.125,29,12,aquamaps
58411,0.0260869565217391,-0.119047619047619,138,21,aquamaps
58412,0.0258992805755396,-0.119047619047619,139,21,aquamaps
58413,0.0276315789473684,-0.119047619047619,152,21,aquamaps
58414,0.0242424242424242,-0.125,132,20,aquamaps
58415,0.0242424242424242,-0.125,132,20,aquamaps
58416,0.0257142857142857,-0.119047619047619,140,21,aquamaps
58417,0.0242424242424242,-0.125,132,20,aquamaps
58418,0.0243243243243243,-0.119047619047619,148,21,aquamaps
58419,0.0269230769230769,-0.119047619047619,156,21,aquamaps
58420,0.0243243243243243,-0.119047619047619,148,21,aquamaps
58421,0.0258992805755396,-0.119047619047619,139,21,aquamaps
58422,0.0258992805755396,-0.119047619047619,139,21,aquamaps
58423,0.0264705882352941,-0.119047619047619,136,21,aquamaps
58424,0.0266666666666667,-0.119047619047619,135,21,aquamaps
58425,0.0274509803921569,-0.113636363636364,153,22,aquamaps
58426,0.0386243386243386,-0.102564102564103,189,39,aquamaps
58427,0.0574436090225564,-0.0978260869565217,190,46,aquamaps
58428,0.0653061224489796,-0.1,161,45,aquamaps
58429,0.0778021978021978,-0.115384615384615,130,39,aquamaps
58430,0.121758241758242,-0.134615384615385,65,26,aquamaps
58431,0.0739872068230277,-0.1,134,40,aquamaps
58432,0.073385518590998,-0.104651162790698,146,43,aquamaps
58433,0.0670506912442396,-0.0714285714285714,124,35,aquamaps
58434,0.0597527472527473,-0.0806451612903226,104,31,aquamaps
58435,0.101428571428571,-0.0892857142857143,80,28,aquamaps
59134,0.0254545454545455,-0.113636363636364,165,22,aquamaps
59135,0.0241610738255034,-0.119047619047619,149,21,aquamaps
59136,0.0235294117647059,-0.125,136,20,aquamaps
59137,0.0251748251748252,-0.119047619047619,143,21,aquamaps
59138,0.0257142857142857,-0.119047619047619,140,21,aquamaps
59139,0.0241610738255034,-0.119047619047619,149,21,aquamaps
59140,0.0246575342465753,-0.119047619047619,146,21,aquamaps
59141,0.0267515923566879,-0.119047619047619,157,21,aquamaps
59142,0.0253521126760563,-0.119047619047619,142,21,aquamaps
59143,0.0257142857142857,-0.119047619047619,140,21,aquamaps
59144,0.0262773722627737,-0.119047619047619,137,21,aquamaps
59145,0.0262773722627737,-0.119047619047619,137,21,aquamaps
59146,0.0274509803921569,-0.119047619047619,153,21,aquamaps
59147,0.0288888888888889,-0.0967741935483871,180,31,aquamaps
59148,0.0535147392290249,-0.102272727272727,189,44,aquamaps
59149,0.0711014176663032,-0.0921052631578947,131,38,aquamaps
59150,0.0717660292463442,-0.0810810810810811,127,37,aquamaps
59151,0.0754527162977867,-0.104651162790698,142,43,aquamaps
59152,0.0759878419452888,-0.107142857142857,141,42,aquamaps
59153,0.0877761413843888,-0.0806451612903226,97,31,aquamaps
59154,0.0751082251082251,-0.0897435897435897,132,39,aquamaps
59855,0.0236559139784946,-0.103448275862069,186,29,aquamaps
59856,0.0241610738255034,-0.119047619047619,149,21,aquamaps
59857,0.0251748251748252,-0.119047619047619,143,21,aquamaps
59858,0.0251748251748252,-0.119047619047619,143,21,aquamaps
59859,0.0258992805755396,-0.119047619047619,139,21,aquamaps
59860,0.0260869565217391,-0.119047619047619,161,21,aquamaps
59861,0.0241610738255034,-0.119047619047619,149,21,aquamaps
59862,0.0264150943396226,-0.119047619047619,159,21,aquamaps
59863,0.0248275862068966,-0.119047619047619,145,21,aquamaps
59864,0.0260869565217391,-0.119047619047619,138,21,aquamaps
59865,0.0242424242424242,-0.125,132,20,aquamaps
59866,0.0238805970149254,-0.119047619047619,134,21,aquamaps
59867,0.0274509803921569,-0.119047619047619,153,21,aquamaps
59868,0.0345,-0.0857142857142857,200,35,aquamaps
59869,0.0492418196328811,-0.109756097560976,179,41,aquamaps
59870,0.0603718199608611,-0.1125,146,40,aquamaps
59871,0.0714285714285714,-0.102272727272727,150,44,aquamaps
59872,0.0707916287534122,-0.1,157,45,aquamaps
59873,0.0728991596638656,-0.0897435897435897,136,39,aquamaps
59874,0.0822556390977444,-0.103448275862069,95,29,aquamaps
60577,0.0253012048192771,-0.108695652173913,166,23,aquamaps
60578,0.0243243243243243,-0.108695652173913,148,23,aquamaps
60579,0.0236842105263158,-0.108695652173913,152,23,aquamaps
60580,0.0257668711656442,-0.108695652173913,163,23,aquamaps
60581,0.023841059602649,-0.108695652173913,151,23,aquamaps
60582,0.0248275862068966,-0.108695652173913,145,23,aquamaps
60583,0.025,-0.108695652173913,144,23,aquamaps
60584,0.0231884057971014,-0.108695652173913,138,23,aquamaps
60585,0.0237037037037037,-0.113636363636364,135,22,aquamaps
60586,0.023021582733813,-0.108695652173913,139,23,aquamaps
60587,0.0258992805755396,-0.113636363636364,139,22,aquamaps
60588,0.0267515923566879,-0.113636363636364,157,22,aquamaps
61298,0.02625,-0.108695652173913,160,23,aquamaps
61299,0.023021582733813,-0.113636363636364,139,22,aquamaps
61300,0.025,-0.108695652173913,144,23,aquamaps
61301,0.0246575342465753,-0.108695652173913,146,23,aquamaps
61302,0.025,-0.108695652173913,144,23,aquamaps
61303,0.023021582733813,-0.108695652173913,139,23,aquamaps
61304,0.0235294117647059,-0.113636363636364,136,22,aquamaps
61305,0.0237037037037037,-0.113636363636364,135,22,aquamaps
62021,0.02875,-0.12,160,25,aquamaps
62022,0.0268456375838926,-0.12,149,25,aquamaps
62023,0.0257142857142857,-0.125,140,24,aquamaps
62024,0.027027027027027,-0.12,148,25,aquamaps
