loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source,year
58414,0.339130434782609,-0.140625,46,32,iucn,1992
58415,0.3375,-0.147058823529412,48,34,iucn,1992
58416,0.3375,-0.147058823529412,48,34,iucn,1992
58417,0.341666666666667,-0.117647058823529,48,34,iucn,1992
58418,0.341666666666667,-0.117647058823529,48,34,iucn,1992
58419,0.338461538461538,-0.144736842105263,52,38,iucn,1992
58420,0.32962962962963,-0.1625,54,40,iucn,1992
58421,0.317241379310345,-0.127906976744186,58,43,iucn,1992
58422,0.309677419354839,-0.122222222222222,62,45,iucn,1992
58423,0.277142857142857,-0.105769230769231,70,52,iucn,1992
58424,0.275675675675676,-0.1,74,55,iucn,1992
58425,0.264197530864198,-0.0725806451612903,81,62,iucn,1992
58426,0.267073170731707,-0.0793650793650794,82,63,iucn,1992
58427,0.225984251968504,-0.119047619047619,127,105,iucn,1992
58428,0.214285714285714,-0.123809523809524,126,105,iucn,1992
58429,0.208661417322835,-0.127358490566038,127,106,iucn,1992
58430,0.201612903225806,-0.105769230769231,124,104,iucn,1992
58431,0.208730158730159,-0.111650485436893,126,103,iucn,1992
58432,0.198425196850394,-0.0990566037735849,127,106,iucn,1992
58433,0.192481203007519,-0.0990990990990991,133,111,iucn,1992
58434,0.192537313432836,-0.0848214285714286,134,112,iucn,1992
58435,0.194117647058824,-0.0964912280701754,136,114,iucn,1992
59134,0.333333333333333,-0.129032258064516,45,31,iucn,1992
59135,0.339130434782609,-0.140625,46,32,iucn,1992
59136,0.3375,-0.147058823529412,48,34,iucn,1992
59137,0.3375,-0.147058823529412,48,34,iucn,1992
59138,0.341666666666667,-0.117647058823529,48,34,iucn,1992
59139,0.348936170212766,-0.106060606060606,47,33,iucn,1992
59140,0.338461538461538,-0.144736842105263,52,38,iucn,1992
59141,0.325925925925926,-0.15,54,40,iucn,1992
59142,0.325,-0.142857142857143,56,42,iucn,1992
59143,0.313559322033898,-0.127906976744186,59,43,iucn,1992
59144,0.285294117647059,-0.12,68,50,iucn,1992
59145,0.273239436619718,-0.0943396226415094,71,53,iucn,1992
59146,0.277631578947368,-0.087719298245614,76,57,iucn,1992
59147,0.2775,-0.0725806451612903,80,62,iucn,1992
59148,0.273170731707317,-0.0793650793650794,82,63,iucn,1992
59149,0.223664122137405,-0.118181818181818,131,110,iucn,1992
59150,0.209923664122137,-0.110091743119266,131,109,iucn,1992
59151,0.206060606060606,-0.110091743119266,132,109,iucn,1992
59152,0.2,-0.110576923076923,127,104,iucn,1992
59153,0.196062992125984,-0.104761904761905,127,105,iucn,1992
59154,0.193846153846154,-0.11214953271028,130,107,iucn,1992
59855,0.333333333333333,-0.129032258064516,45,31,iucn,1992
59856,0.339130434782609,-0.140625,46,32,iucn,1992
59857,0.336170212765957,-0.136363636363636,47,33,iucn,1992
59858,0.3375,-0.147058823529412,48,34,iucn,1992
59859,0.348936170212766,-0.106060606060606,47,33,iucn,1992
59860,0.341666666666667,-0.117647058823529,48,34,iucn,1992
59861,0.332075471698113,-0.141025641025641,53,39,iucn,1992
59862,0.32,-0.15,55,40,iucn,1992
59863,0.316363636363636,-0.125,55,40,iucn,1992
59864,0.313559322033898,-0.127906976744186,59,43,iucn,1992
59865,0.308196721311475,-0.127906976744186,61,43,iucn,1992
59866,0.275714285714286,-0.0865384615384615,70,52,iucn,1992
59867,0.283823529411765,-0.06,68,50,iucn,1992
59868,0.286301369863014,-0.0545454545454545,73,55,iucn,1992
59869,0.282716049382716,-0.0952380952380952,81,63,iucn,1992
59870,0.27093023255814,-0.0746268656716418,86,67,iucn,1992
59871,0.199328859060403,-0.104,149,125,iucn,1992
59872,0.194285714285714,-0.112068965517241,140,116,iucn,1992
59873,0.192753623188406,-0.1,138,115,iucn,1992
59874,0.189855072463768,-0.103448275862069,138,116,iucn,1992
60577,0.336170212765957,-0.136363636363636,47,33,iucn,1992
60578,0.336170212765957,-0.136363636363636,47,33,iucn,1992
60579,0.34468085106383,-0.136363636363636,47,33,iucn,1992
60580,0.352173913043478,-0.125,46,32,iucn,1992
60581,0.328,-0.114285714285714,50,35,iucn,1992
60582,0.325925925925926,-0.141025641025641,54,39,iucn,1992
60583,0.32,-0.15,55,40,iucn,1992
60584,0.316071428571429,-0.125,56,40,iucn,1992
60585,0.316666666666667,-0.127906976744186,60,43,iucn,1992
60586,0.309677419354839,-0.136363636363636,62,44,iucn,1992
60587,0.292424242424242,-0.09375,66,48,iucn,1992
60588,0.283098591549296,-0.0849056603773585,71,53,iucn,1992
61298,0.343478260869565,-0.125,46,32,iucn,1992
61299,0.343478260869565,-0.125,46,32,iucn,1992
61300,0.3375,-0.136363636363636,48,33,iucn,1992
61301,0.338775510204082,-0.132352941176471,49,34,iucn,1992
61302,0.329411764705882,-0.125,51,36,iucn,1992
61303,0.326785714285714,-0.15,56,40,iucn,1992
61304,0.316071428571429,-0.15,56,40,iucn,1992
61305,0.317543859649123,-0.134146341463415,57,41,iucn,1992
62021,0.332,-0.142857142857143,50,35,iucn,1992
62022,0.338,-0.132352941176471,50,34,iucn,1992
62023,0.32037037037037,-0.131578947368421,54,38,iucn,1992
62024,0.321818181818182,-0.141025641025641,55,39,iucn,1992
49060,0.208411214953271,-0.1,107,90,iucn,1993
49061,0.205504587155963,-0.108695652173913,109,92,iucn,1993
49780,0.211111111111111,-0.0955056179775281,108,89,iucn,1993
49781,0.210091743119266,-0.0888888888888889,109,90,iucn,1993
49782,0.195283018867925,-0.1,106,90,iucn,1993
50494,0.23,-0.104395604395604,110,91,iucn,1993
50495,0.229357798165138,-0.111111111111111,109,90,iucn,1993
50496,0.224770642201835,-0.105555555555556,109,90,iucn,1993
50497,0.260869565217391,-0.0925925925925926,69,54,iucn,1993
50498,0.21743119266055,-0.1,109,90,iucn,1993
50499,0.213513513513514,-0.103260869565217,111,92,iucn,1993
50500,0.213761467889908,-0.0833333333333333,109,90,iucn,1993
51209,0.331914893617021,-0.0441176470588235,47,34,iucn,1993
51210,0.316,-0.0285714285714286,50,35,iucn,1993
51211,0.281666666666667,-0.0555555555555556,60,45,iucn,1993
51212,0.272058823529412,-0.0588235294117647,68,51,iucn,1993
51213,0.264788732394366,-0.0648148148148148,71,54,iucn,1993
51214,0.229357798165138,-0.0944444444444444,109,90,iucn,1993
51215,0.232075471698113,-0.102272727272727,106,88,iucn,1993
51216,0.227358490566038,-0.102272727272727,106,88,iucn,1993
51217,0.225714285714286,-0.0977011494252874,105,87,iucn,1993
51218,0.269565217391304,-0.0925925925925926,69,54,iucn,1993
51219,0.219090909090909,-0.104395604395604,110,91,iucn,1993
51220,0.217857142857143,-0.0967741935483871,112,93,iucn,1993
51223,0.198095238095238,-0.0852272727272727,105,88,iucn,1993
51924,0.328888888888889,-0.09375,45,32,iucn,1993
51925,0.328888888888889,-0.09375,45,32,iucn,1993
51926,0.326086956521739,-0.106060606060606,46,33,iucn,1993
51927,0.326086956521739,-0.106060606060606,46,33,iucn,1993
51928,0.334782608695652,-0.0757575757575758,46,33,iucn,1993
51929,0.327659574468085,-0.0735294117647059,47,34,iucn,1993
51930,0.331914893617021,-0.0441176470588235,47,34,iucn,1993
51931,0.312,-0.0416666666666667,50,36,iucn,1993
51932,0.279032258064516,-0.0434782608695652,62,46,iucn,1993
51933,0.262857142857143,-0.0648148148148148,70,54,iucn,1993
51934,0.218691588785047,-0.0965909090909091,107,88,iucn,1993
51935,0.222857142857143,-0.0977011494252874,105,87,iucn,1993
51936,0.225,-0.0930232558139535,104,86,iucn,1993
51937,0.222549019607843,-0.0833333333333333,102,84,iucn,1993
51938,0.279411764705882,-0.0849056603773585,68,53,iucn,1993
51939,0.224324324324324,-0.108695652173913,111,92,iucn,1993
51940,0.216964285714286,-0.10752688172043,112,93,iucn,1993
51941,0.209649122807018,-0.0904255319148936,114,94,iucn,1993
51942,0.20625,-0.0815217391304348,112,92,iucn,1993
51943,0.203669724770642,-0.0879120879120879,109,91,iucn,1993
52643,0.352631578947368,-0.0740740740740741,38,27,iucn,1993
52644,0.348717948717949,-0.0535714285714286,39,28,iucn,1993
52645,0.33953488372093,-0.0833333333333333,43,30,iucn,1993
52646,0.333333333333333,-0.09375,45,32,iucn,1993
52647,0.333333333333333,-0.09375,45,32,iucn,1993
52648,0.333333333333333,-0.09375,45,32,iucn,1993
52649,0.333333333333333,-0.09375,45,32,iucn,1993
52650,0.327659574468085,-0.0735294117647059,47,34,iucn,1993
52651,0.325,-0.0441176470588235,48,34,iucn,1993
52652,0.289285714285714,-0.0595238095238095,56,42,iucn,1993
52653,0.2796875,-0.0625,64,48,iucn,1993
52654,0.265277777777778,-0.0803571428571429,72,56,iucn,1993
52655,0.218691588785047,-0.0965909090909091,107,88,iucn,1993
52656,0.222857142857143,-0.0977011494252874,105,87,iucn,1993
52657,0.225,-0.0930232558139535,104,86,iucn,1993
52658,0.270149253731343,-0.0769230769230769,67,52,iucn,1993
52659,0.274647887323944,-0.0892857142857143,71,56,iucn,1993
52660,0.223008849557522,-0.102150537634409,113,93,iucn,1993
52661,0.216964285714286,-0.108695652173913,112,92,iucn,1993
52662,0.204385964912281,-0.0851063829787234,114,94,iucn,1993
52663,0.20625,-0.0815217391304348,112,92,iucn,1993
52664,0.202752293577982,-0.0879120879120879,109,91,iucn,1993
53363,0.352631578947368,-0.0740740740740741,38,27,iucn,1993
53364,0.352631578947368,-0.0740740740740741,38,27,iucn,1993
53365,0.335,-0.0740740740740741,40,27,iucn,1993
53366,0.331707317073171,-0.0535714285714286,41,28,iucn,1993
53367,0.336363636363636,-0.0967741935483871,44,31,iucn,1993
53368,0.333333333333333,-0.09375,45,32,iucn,1993
53369,0.333333333333333,-0.09375,45,32,iucn,1993
53370,0.340909090909091,-0.0806451612903226,44,31,iucn,1993
53371,0.334782608695652,-0.0909090909090909,46,33,iucn,1993
53372,0.326530612244898,-0.0571428571428571,49,35,iucn,1993
53373,0.282758620689655,-0.0697674418604651,58,43,iucn,1993
53374,0.26865671641791,-0.0588235294117647,67,51,iucn,1993
53375,0.261643835616438,-0.087719298245614,73,57,iucn,1993
53376,0.222857142857143,-0.0988372093023256,105,86,iucn,1993
53377,0.226470588235294,-0.107142857142857,102,84,iucn,1993
53378,0.234,-0.103658536585366,100,82,iucn,1993
53379,0.269117647058824,-0.0849056603773585,68,53,iucn,1993
53380,0.263380281690141,-0.0818181818181818,71,55,iucn,1993
53381,0.221052631578947,-0.101063829787234,114,94,iucn,1993
53382,0.212612612612613,-0.0934065934065934,111,91,iucn,1993
53383,0.2125,-0.0978260869565217,112,92,iucn,1993
53384,0.205405405405405,-0.0879120879120879,111,91,iucn,1993
53386,0.202752293577982,-0.0989010989010989,109,91,iucn,1993
53387,0.196330275229358,-0.0989010989010989,109,91,iucn,1993
54084,0.352631578947368,-0.0740740740740741,38,27,iucn,1993
54085,0.335,-0.0740740740740741,40,27,iucn,1993
54086,0.335,-0.0740740740740741,40,27,iucn,1993
54087,0.331707317073171,-0.0892857142857143,41,28,iucn,1993
54088,0.336363636363636,-0.0967741935483871,44,31,iucn,1993
54089,0.336363636363636,-0.0967741935483871,44,31,iucn,1993
54090,0.334782608695652,-0.106060606060606,46,33,iucn,1993
54091,0.342222222222222,-0.09375,45,32,iucn,1993
54092,0.334782608695652,-0.0909090909090909,46,33,iucn,1993
54093,0.3,-0.105263157894737,52,38,iucn,1993
54094,0.287719298245614,-0.0714285714285714,57,42,iucn,1993
54095,0.272727272727273,-0.0686274509803922,66,51,iucn,1993
54096,0.264864864864865,-0.0948275862068965,74,58,iucn,1993
54097,0.222857142857143,-0.0988372093023256,105,86,iucn,1993
54098,0.228712871287129,-0.102409638554217,101,83,iucn,1993
54099,0.234,-0.103658536585366,100,82,iucn,1993
54100,0.276811594202899,-0.0660377358490566,69,53,iucn,1993
54101,0.267123287671233,-0.0701754385964912,73,57,iucn,1993
54102,0.266197183098592,-0.0818181818181818,71,55,iucn,1993
54103,0.212612612612613,-0.0934065934065934,111,91,iucn,1993
54104,0.205172413793103,-0.09375,116,96,iucn,1993
54105,0.20353982300885,-0.0913978494623656,113,93,iucn,1993
54106,0.199107142857143,-0.0957446808510638,112,94,iucn,1993
54107,0.200900900900901,-0.102150537634409,111,93,iucn,1993
54805,0.352631578947368,-0.0740740740740741,38,27,iucn,1993
54806,0.335,-0.0740740740740741,40,27,iucn,1993
54807,0.331707317073171,-0.0892857142857143,41,28,iucn,1993
54808,0.331707317073171,-0.0892857142857143,41,28,iucn,1993
54809,0.340909090909091,-0.129032258064516,44,31,iucn,1993
54810,0.337777777777778,-0.109375,45,32,iucn,1993
54811,0.334782608695652,-0.106060606060606,46,33,iucn,1993
54812,0.342222222222222,-0.09375,45,32,iucn,1993
54813,0.334782608695652,-0.0909090909090909,46,33,iucn,1993
54814,0.294339622641509,-0.0897435897435897,53,39,iucn,1993
54815,0.287719298245614,-0.0714285714285714,57,42,iucn,1993
54816,0.278125,-0.0612244897959184,64,49,iucn,1993
54817,0.269014084507042,-0.0727272727272727,71,55,iucn,1993
54818,0.23047619047619,-0.104651162790698,105,86,iucn,1993
54819,0.273972602739726,-0.0803571428571429,73,56,iucn,1993
54820,0.273972602739726,-0.0727272727272727,73,55,iucn,1993
54821,0.277333333333333,-0.0789473684210526,75,57,iucn,1993
54822,0.267532467532468,-0.076271186440678,77,59,iucn,1993
54823,0.282666666666667,-0.0932203389830508,75,59,iucn,1993
54824,0.220175438596491,-0.0904255319148936,114,94,iucn,1993
54825,0.201739130434783,-0.0894736842105263,115,95,iucn,1993
54826,0.197368421052632,-0.106382978723404,114,94,iucn,1993
54827,0.199107142857143,-0.0957446808510638,112,94,iucn,1993
55526,0.335,-0.0740740740740741,40,27,iucn,1993
55527,0.335,-0.0740740740740741,40,27,iucn,1993
55528,0.331707317073171,-0.0892857142857143,41,28,iucn,1993
55529,0.333333333333333,-0.103448275862069,42,29,iucn,1993
55530,0.340909090909091,-0.129032258064516,44,31,iucn,1993
55531,0.340909090909091,-0.129032258064516,44,31,iucn,1993
55532,0.334782608695652,-0.106060606060606,46,33,iucn,1993
55533,0.342222222222222,-0.09375,45,32,iucn,1993
55534,0.334782608695652,-0.0909090909090909,46,33,iucn,1993
55535,0.3,-0.105263157894737,52,38,iucn,1993
55536,0.290909090909091,-0.0975609756097561,55,41,iucn,1993
55537,0.29,-0.0777777777777778,60,45,iucn,1993
55538,0.281428571428571,-0.0925925925925926,70,54,iucn,1993
55539,0.278082191780822,-0.087719298245614,73,57,iucn,1993
55540,0.28,-0.0964912280701754,75,57,iucn,1993
55541,0.281081081081081,-0.0803571428571429,74,56,iucn,1993
55542,0.285714285714286,-0.076271186440678,77,59,iucn,1993
55543,0.271794871794872,-0.0916666666666667,78,60,iucn,1993
55544,0.223275862068966,-0.0885416666666667,116,96,iucn,1993
55545,0.20672268907563,-0.086734693877551,119,98,iucn,1993
55546,0.198305084745763,-0.103092783505155,118,97,iucn,1993
55547,0.196610169491525,-0.108247422680412,118,97,iucn,1993
55549,0.195614035087719,-0.0904255319148936,114,94,iucn,1993
56247,0.341463414634146,-0.0892857142857143,41,28,iucn,1993
56248,0.33953488372093,-0.116666666666667,43,30,iucn,1993
56249,0.33953488372093,-0.116666666666667,43,30,iucn,1993
56250,0.33953488372093,-0.116666666666667,43,30,iucn,1993
56251,0.345454545454545,-0.129032258064516,44,31,iucn,1993
56252,0.346666666666667,-0.140625,45,32,iucn,1993
56253,0.340425531914894,-0.117647058823529,47,34,iucn,1993
56254,0.347826086956522,-0.106060606060606,46,33,iucn,1993
56255,0.340425531914894,-0.102941176470588,47,34,iucn,1993
56256,0.330612244897959,-0.125,49,36,iucn,1993
56257,0.294736842105263,-0.127906976744186,57,43,iucn,1993
56258,0.304838709677419,-0.125,62,48,iucn,1993
56259,0.298461538461538,-0.09,65,50,iucn,1993
56260,0.289855072463768,-0.0849056603773585,69,53,iucn,1993
56261,0.277777777777778,-0.0909090909090909,72,55,iucn,1993
56262,0.279746835443038,-0.0901639344262295,79,61,iucn,1993
56263,0.231147540983607,-0.1,122,100,iucn,1993
56264,0.222689075630252,-0.111111111111111,119,99,iucn,1993
56265,0.222033898305085,-0.112244897959184,118,98,iucn,1993
56266,0.208264462809917,-0.095,121,100,iucn,1993
56267,0.201652892561983,-0.101010101010101,121,99,iucn,1993
56268,0.2,-0.101010101010101,120,99,iucn,1993
56269,0.199173553719008,-0.105,121,100,iucn,1993
56270,0.200833333333333,-0.095,120,100,iucn,1993
56271,0.201724137931034,-0.104166666666667,116,96,iucn,1993
56968,0.33953488372093,-0.116666666666667,43,30,iucn,1993
56969,0.33953488372093,-0.116666666666667,43,30,iucn,1993
56970,0.33953488372093,-0.116666666666667,43,30,iucn,1993
56971,0.33953488372093,-0.116666666666667,43,30,iucn,1993
56972,0.345454545454545,-0.129032258064516,44,31,iucn,1993
56973,0.346666666666667,-0.140625,45,32,iucn,1993
56974,0.340425531914894,-0.147058823529412,47,34,iucn,1993
56975,0.34468085106383,-0.117647058823529,47,34,iucn,1993
56976,0.34468085106383,-0.117647058823529,47,34,iucn,1993
56977,0.324,-0.135135135135135,50,37,iucn,1993
56978,0.32,-0.170731707317073,55,41,iucn,1993
56979,0.328070175438597,-0.13953488372093,57,43,iucn,1993
56980,0.320338983050847,-0.116279069767442,59,43,iucn,1993
56981,0.281159420289855,-0.0865384615384615,69,52,iucn,1993
56982,0.296,-0.0775862068965517,75,58,iucn,1993
56983,0.270731707317073,-0.0769230769230769,82,65,iucn,1993
56984,0.2304,-0.101941747572816,125,103,iucn,1993
56985,0.222314049586777,-0.108910891089109,121,101,iucn,1993
56986,0.221666666666667,-0.116161616161616,120,99,iucn,1993
56988,0.207826086956522,-0.111702127659574,115,94,iucn,1993
56989,0.19758064516129,-0.0970873786407767,124,103,iucn,1993
56990,0.197540983606557,-0.0931372549019608,122,102,iucn,1993
56991,0.2,-0.100961538461538,123,104,iucn,1993
56992,0.1975,-0.0980392156862745,120,102,iucn,1993
56993,0.197520661157025,-0.0961538461538462,121,104,iucn,1993
57690,0.328571428571429,-0.137931034482759,42,29,iucn,1993
57691,0.33953488372093,-0.116666666666667,43,30,iucn,1993
57692,0.33953488372093,-0.116666666666667,43,30,iucn,1993
57693,0.342222222222222,-0.140625,45,32,iucn,1993
57694,0.343478260869565,-0.151515151515152,46,33,iucn,1993
57695,0.340425531914894,-0.147058823529412,47,34,iucn,1993
57696,0.34468085106383,-0.117647058823529,47,34,iucn,1993
57697,0.34468085106383,-0.117647058823529,47,34,iucn,1993
57698,0.334615384615385,-0.153846153846154,52,39,iucn,1993
57699,0.332075471698113,-0.1625,53,40,iucn,1993
57700,0.325,-0.130952380952381,56,42,iucn,1993
57701,0.309836065573771,-0.133333333333333,61,45,iucn,1993
57702,0.3,-0.117647058823529,68,51,iucn,1993
57703,0.273684210526316,-0.0775862068965517,76,58,iucn,1993
57704,0.264197530864198,-0.0793650793650794,81,63,iucn,1993
57705,0.267857142857143,-0.0859375,84,64,iucn,1993
57706,0.215573770491803,-0.115,122,100,iucn,1993
57707,0.213934426229508,-0.128712871287129,122,101,iucn,1993
57708,0.216949152542373,-0.127551020408163,118,98,iucn,1993
57710,0.204310344827586,-0.109375,116,96,iucn,1993
57711,0.193846153846154,-0.0954545454545455,130,110,iucn,1993
57712,0.19765625,-0.100917431192661,128,109,iucn,1993
57713,0.1976,-0.0943396226415094,125,106,iucn,1993
57714,0.19922480620155,-0.0818181818181818,129,110,iucn,1993
58411,0.338095238095238,-0.15,42,30,iucn,1993
58412,0.322727272727273,-0.15,44,30,iucn,1993
58413,0.333333333333333,-0.129032258064516,45,31,iucn,1993
58414,0.339130434782609,-0.140625,46,32,iucn,1993
58415,0.3375,-0.147058823529412,48,34,iucn,1993
58416,0.3375,-0.147058823529412,48,34,iucn,1993
58417,0.341666666666667,-0.117647058823529,48,34,iucn,1993
58418,0.341666666666667,-0.117647058823529,48,34,iucn,1993
58419,0.338461538461538,-0.144736842105263,52,38,iucn,1993
58420,0.32962962962963,-0.1625,54,40,iucn,1993
58421,0.317241379310345,-0.127906976744186,58,43,iucn,1993
58422,0.309677419354839,-0.122222222222222,62,45,iucn,1993
58423,0.277142857142857,-0.105769230769231,70,52,iucn,1993
58424,0.275675675675676,-0.1,74,55,iucn,1993
58425,0.264197530864198,-0.0725806451612903,81,62,iucn,1993
58426,0.267073170731707,-0.0793650793650794,82,63,iucn,1993
58427,0.225984251968504,-0.119047619047619,127,105,iucn,1993
58428,0.214285714285714,-0.123809523809524,126,105,iucn,1993
58429,0.208661417322835,-0.127358490566038,127,106,iucn,1993
58430,0.201612903225806,-0.105769230769231,124,104,iucn,1993
58431,0.208730158730159,-0.111650485436893,126,103,iucn,1993
58432,0.198425196850394,-0.0990566037735849,127,106,iucn,1993
58433,0.192481203007519,-0.0990990990990991,133,111,iucn,1993
58434,0.192537313432836,-0.0848214285714286,134,112,iucn,1993
58435,0.194117647058824,-0.0964912280701754,136,114,iucn,1993
59134,0.333333333333333,-0.129032258064516,45,31,iucn,1993
59135,0.339130434782609,-0.140625,46,32,iucn,1993
59136,0.3375,-0.147058823529412,48,34,iucn,1993
59137,0.3375,-0.147058823529412,48,34,iucn,1993
59138,0.341666666666667,-0.117647058823529,48,34,iucn,1993
59139,0.348936170212766,-0.106060606060606,47,33,iucn,1993
59140,0.338461538461538,-0.144736842105263,52,38,iucn,1993
59141,0.325925925925926,-0.15,54,40,iucn,1993
59142,0.325,-0.142857142857143,56,42,iucn,1993
59143,0.313559322033898,-0.127906976744186,59,43,iucn,1993
59144,0.285294117647059,-0.12,68,50,iucn,1993
59145,0.273239436619718,-0.0943396226415094,71,53,iucn,1993
59146,0.277631578947368,-0.087719298245614,76,57,iucn,1993
59147,0.2775,-0.0725806451612903,80,62,iucn,1993
59148,0.273170731707317,-0.0793650793650794,82,63,iucn,1993
59149,0.223664122137405,-0.118181818181818,131,110,iucn,1993
59150,0.209923664122137,-0.110091743119266,131,109,iucn,1993
59151,0.206060606060606,-0.110091743119266,132,109,iucn,1993
59152,0.2,-0.110576923076923,127,104,iucn,1993
59153,0.196062992125984,-0.104761904761905,127,105,iucn,1993
59154,0.193846153846154,-0.11214953271028,130,107,iucn,1993
59855,0.333333333333333,-0.129032258064516,45,31,iucn,1993
59856,0.339130434782609,-0.140625,46,32,iucn,1993
59857,0.336170212765957,-0.136363636363636,47,33,iucn,1993
59858,0.3375,-0.147058823529412,48,34,iucn,1993
59859,0.348936170212766,-0.106060606060606,47,33,iucn,1993
59860,0.341666666666667,-0.117647058823529,48,34,iucn,1993
59861,0.332075471698113,-0.141025641025641,53,39,iucn,1993
59862,0.32,-0.15,55,40,iucn,1993
59863,0.316363636363636,-0.125,55,40,iucn,1993
59864,0.313559322033898,-0.127906976744186,59,43,iucn,1993
59865,0.308196721311475,-0.127906976744186,61,43,iucn,1993
59866,0.275714285714286,-0.0865384615384615,70,52,iucn,1993
59867,0.283823529411765,-0.06,68,50,iucn,1993
59868,0.286301369863014,-0.0545454545454545,73,55,iucn,1993
59869,0.282716049382716,-0.0952380952380952,81,63,iucn,1993
59870,0.27093023255814,-0.0746268656716418,86,67,iucn,1993
59871,0.199328859060403,-0.104,149,125,iucn,1993
59872,0.194285714285714,-0.112068965517241,140,116,iucn,1993
59873,0.192753623188406,-0.1,138,115,iucn,1993
59874,0.189855072463768,-0.103448275862069,138,116,iucn,1993
60577,0.336170212765957,-0.136363636363636,47,33,iucn,1993
60578,0.336170212765957,-0.136363636363636,47,33,iucn,1993
60579,0.34468085106383,-0.136363636363636,47,33,iucn,1993
60580,0.352173913043478,-0.125,46,32,iucn,1993
60581,0.328,-0.114285714285714,50,35,iucn,1993
60582,0.325925925925926,-0.141025641025641,54,39,iucn,1993
60583,0.32,-0.15,55,40,iucn,1993
60584,0.316071428571429,-0.125,56,40,iucn,1993
60585,0.316666666666667,-0.127906976744186,60,43,iucn,1993
60586,0.309677419354839,-0.136363636363636,62,44,iucn,1993
60587,0.292424242424242,-0.09375,66,48,iucn,1993
60588,0.283098591549296,-0.0849056603773585,71,53,iucn,1993
61298,0.343478260869565,-0.125,46,32,iucn,1993
61299,0.343478260869565,-0.125,46,32,iucn,1993
61300,0.3375,-0.136363636363636,48,33,iucn,1993
61301,0.338775510204082,-0.132352941176471,49,34,iucn,1993
61302,0.329411764705882,-0.125,51,36,iucn,1993
61303,0.326785714285714,-0.15,56,40,iucn,1993
61304,0.316071428571429,-0.15,56,40,iucn,1993
61305,0.317543859649123,-0.134146341463415,57,41,iucn,1993
62021,0.332,-0.142857142857143,50,35,iucn,1993
62022,0.338,-0.132352941176471,50,34,iucn,1993
62023,0.32037037037037,-0.131578947368421,54,38,iucn,1993
62024,0.321818181818182,-0.141025641025641,55,39,iucn,1993
49060,0.208411214953271,-0.1,107,90,iucn,1994
49061,0.205504587155963,-0.108695652173913,109,92,iucn,1994
49780,0.211111111111111,-0.0955056179775281,108,89,iucn,1994
49781,0.210091743119266,-0.0888888888888889,109,90,iucn,1994
49782,0.195283018867925,-0.1,106,90,iucn,1994
50494,0.23,-0.104395604395604,110,91,iucn,1994
50495,0.229357798165138,-0.111111111111111,109,90,iucn,1994
50496,0.224770642201835,-0.105555555555556,109,90,iucn,1994
50497,0.260869565217391,-0.0925925925925926,69,54,iucn,1994
50498,0.21743119266055,-0.1,109,90,iucn,1994
50499,0.213513513513514,-0.103260869565217,111,92,iucn,1994
50500,0.213761467889908,-0.0833333333333333,109,90,iucn,1994
51209,0.340425531914894,-0.0441176470588235,47,34,iucn,1994
51210,0.324,-0.0285714285714286,50,35,iucn,1994
51211,0.288333333333333,-0.0555555555555556,60,45,iucn,1994
51212,0.277941176470588,-0.0588235294117647,68,51,iucn,1994
51213,0.270422535211268,-0.0648148148148148,71,54,iucn,1994
51214,0.23302752293578,-0.0944444444444444,109,90,iucn,1994
51215,0.232075471698113,-0.102272727272727,106,88,iucn,1994
51216,0.227358490566038,-0.102272727272727,106,88,iucn,1994
51217,0.225714285714286,-0.0977011494252874,105,87,iucn,1994
51218,0.269565217391304,-0.0925925925925926,69,54,iucn,1994
51219,0.219090909090909,-0.104395604395604,110,91,iucn,1994
51220,0.217857142857143,-0.0967741935483871,112,93,iucn,1994
51223,0.198095238095238,-0.0852272727272727,105,88,iucn,1994
51924,0.337777777777778,-0.09375,45,32,iucn,1994
51925,0.337777777777778,-0.09375,45,32,iucn,1994
51926,0.334782608695652,-0.106060606060606,46,33,iucn,1994
51927,0.334782608695652,-0.106060606060606,46,33,iucn,1994
51928,0.343478260869565,-0.0757575757575758,46,33,iucn,1994
51929,0.336170212765957,-0.0735294117647059,47,34,iucn,1994
51930,0.340425531914894,-0.0441176470588235,47,34,iucn,1994
51931,0.32,-0.0416666666666667,50,36,iucn,1994
51932,0.285483870967742,-0.0434782608695652,62,46,iucn,1994
51933,0.268571428571429,-0.0648148148148148,70,54,iucn,1994
51934,0.222429906542056,-0.0965909090909091,107,88,iucn,1994
51935,0.226666666666667,-0.0977011494252874,105,87,iucn,1994
51936,0.225,-0.0930232558139535,104,86,iucn,1994
51937,0.222549019607843,-0.0833333333333333,102,84,iucn,1994
51938,0.279411764705882,-0.0849056603773585,68,53,iucn,1994
51939,0.224324324324324,-0.108695652173913,111,92,iucn,1994
51940,0.216964285714286,-0.10752688172043,112,93,iucn,1994
51941,0.209649122807018,-0.0904255319148936,114,94,iucn,1994
51942,0.20625,-0.0815217391304348,112,92,iucn,1994
51943,0.203669724770642,-0.0879120879120879,109,91,iucn,1994
52643,0.363157894736842,-0.0740740740740741,38,27,iucn,1994
52644,0.358974358974359,-0.0535714285714286,39,28,iucn,1994
52645,0.348837209302326,-0.0833333333333333,43,30,iucn,1994
52646,0.342222222222222,-0.09375,45,32,iucn,1994
