goal,dimension,region_id,score,yr_text,year
SPP,resilience,2,75.89,2002,2002
TR,resilience,2,75.89,2002,2002
AO,resilience,3,72.94,2002,2002
CPP,resilience,3,66.88,2002,2002
CSS,resilience,3,66.88,2002,2002
CW,resilience,3,66.88,2002,2002
FIS,resilience,3,77.79,2002,2002
HAB,resilience,3,77.79,2002,2002
ICO,resilience,3,77.79,2002,2002
LSP,resilience,3,66.88,2002,2002
LVF,resilience,3,59.52,2002,2002
LVO,resilience,3,66.88,2002,2002
MAR,resilience,3,66.88,2002,2002
SAL,resilience,3,77.79,2002,2002
SPP,resilience,3,66.88,2002,2002
TR,resilience,3,66.88,2002,2002
AO,resilience,4,73.29,2002,2002
CPP,resilience,4,76.93,2002,2002
CSS,resilience,4,76.93,2002,2002
CW,resilience,4,76.93,2002,2002
FIS,resilience,4,82.16,2002,2002
HAB,resilience,4,82.16,2002,2002
ICO,resilience,4,82.16,2002,2002
LSP,resilience,4,76.93,2002,2002
LVF,resilience,4,60.59,2002,2002
LVO,resilience,4,76.93,2002,2002
MAR,resilience,4,76.93,2002,2002
SAL,resilience,4,82.16,2002,2002
SPP,resilience,4,76.93,2002,2002
TR,resilience,4,76.93,2002,2002
AO,resilience,5,74.42,2002,2002
CPP,resilience,5,81.93,2002,2002
CSS,resilience,5,81.93,2002,2002
CW,resilience,5,81.93,2002,2002
FIS,resilience,5,86,2002,2002
HAB,resilience,5,86,2002,2002
ICO,resilience,5,86,2002,2002
LSP,resilience,5,81.93,2002,2002
LVF,resilience,5,63.15,2002,2002
LVO,resilience,5,81.93,2002,2002
MAR,resilience,5,81.93,2002,2002
SAL,resilience,5,86,2002,2002
SPP,resilience,5,81.93,2002,2002
TR,resilience,5,81.93,2002,2002
AO,resilience,6,76.11,2002,2002
CPP,resilience,6,81.07,2002,2002
CSS,resilience,6,81.07,2002,2002
CW,resilience,6,81.07,2002,2002
FIS,resilience,6,82.99,2002,2002
HAB,resilience,6,82.99,2002,2002
ICO,resilience,6,82.99,2002,2002
LSP,resilience,6,81.07,2002,2002
LVF,resilience,6,67.35,2002,2002
LVO,resilience,6,81.07,2002,2002
MAR,resilience,6,81.07,2002,2002
SAL,resilience,6,82.99,2002,2002
SPP,resilience,6,81.07,2002,2002
TR,resilience,6,81.07,2002,2002
FIS,resilience,7,94.43,2002,2002
HAB,resilience,7,94.43,2002,2002
ICO,resilience,7,94.43,2002,2002
SAL,resilience,7,94.43,2002,2002
AO,resilience,8,83.65,2002,2002
FIS,resilience,8,86.53,2002,2002
HAB,resilience,8,86.53,2002,2002
ICO,resilience,8,86.53,2002,2002
SAL,resilience,8,86.53,2002,2002
AO,resilience,1,69.25,2003,2003
CPP,resilience,1,76.94,2003,2003
CSS,resilience,1,76.94,2003,2003
CW,resilience,1,76.94,2003,2003
FIS,resilience,1,80.88,2003,2003
HAB,resilience,1,80.88,2003,2003
ICO,resilience,1,80.88,2003,2003
LSP,resilience,1,76.94,2003,2003
LVF,resilience,1,54.76,2003,2003
LVO,resilience,1,76.94,2003,2003
MAR,resilience,1,76.94,2003,2003
SAL,resilience,1,80.88,2003,2003
SPP,resilience,1,76.94,2003,2003
TR,resilience,1,76.94,2003,2003
AO,resilience,2,76.36,2003,2003
CPP,resilience,2,75.49,2003,2003
CSS,resilience,2,75.49,2003,2003
CW,resilience,2,75.49,2003,2003
FIS,resilience,2,82.11,2003,2003
HAB,resilience,2,82.11,2003,2003
ICO,resilience,2,82.11,2003,2003
LSP,resilience,2,75.49,2003,2003
LVF,resilience,2,66.31,2003,2003
LVO,resilience,2,75.49,2003,2003
MAR,resilience,2,75.49,2003,2003
SAL,resilience,2,82.11,2003,2003
SPP,resilience,2,75.49,2003,2003
TR,resilience,2,75.49,2003,2003
AO,resilience,3,72.45,2003,2003
CPP,resilience,3,66.52,2003,2003
CSS,resilience,3,66.52,2003,2003
CW,resilience,3,66.52,2003,2003
FIS,resilience,3,77.57,2003,2003
HAB,resilience,3,77.57,2003,2003
ICO,resilience,3,77.57,2003,2003
LSP,resilience,3,66.52,2003,2003
LVF,resilience,3,58.6,2003,2003
LVO,resilience,3,66.52,2003,2003
MAR,resilience,3,66.52,2003,2003
SAL,resilience,3,77.57,2003,2003
SPP,resilience,3,66.52,2003,2003
TR,resilience,3,66.52,2003,2003
AO,resilience,4,73.02,2003,2003
CPP,resilience,4,77.3,2003,2003
CSS,resilience,4,77.3,2003,2003
CW,resilience,4,77.3,2003,2003
FIS,resilience,4,82.31,2003,2003
HAB,resilience,4,82.31,2003,2003
ICO,resilience,4,82.31,2003,2003
LSP,resilience,4,77.3,2003,2003
LVF,resilience,4,60.13,2003,2003
LVO,resilience,4,77.3,2003,2003
MAR,resilience,4,77.3,2003,2003
SAL,resilience,4,82.31,2003,2003
SPP,resilience,4,77.3,2003,2003
TR,resilience,4,77.3,2003,2003
AO,resilience,5,73.95,2003,2003
CPP,resilience,5,82.58,2003,2003
CSS,resilience,5,82.58,2003,2003
CW,resilience,5,82.58,2003,2003
FIS,resilience,5,86.3,2003,2003
HAB,resilience,5,86.3,2003,2003
ICO,resilience,5,86.3,2003,2003
LSP,resilience,5,82.58,2003,2003
LVF,resilience,5,62.29,2003,2003
LVO,resilience,5,82.58,2003,2003
MAR,resilience,5,82.58,2003,2003
SAL,resilience,5,86.3,2003,2003
SPP,resilience,5,82.58,2003,2003
TR,resilience,5,82.58,2003,2003
AO,resilience,6,76.08,2003,2003
CPP,resilience,6,81.63,2003,2003
CSS,resilience,6,81.63,2003,2003
CW,resilience,6,81.63,2003,2003
FIS,resilience,6,83.23,2003,2003
HAB,resilience,6,83.23,2003,2003
ICO,resilience,6,83.23,2003,2003
LSP,resilience,6,81.63,2003,2003
LVF,resilience,6,67.36,2003,2003
LVO,resilience,6,81.63,2003,2003
MAR,resilience,6,81.63,2003,2003
SAL,resilience,6,83.23,2003,2003
SPP,resilience,6,81.63,2003,2003
TR,resilience,6,81.63,2003,2003
FIS,resilience,7,94.43,2003,2003
HAB,resilience,7,94.43,2003,2003
ICO,resilience,7,94.43,2003,2003
SAL,resilience,7,94.43,2003,2003
AO,resilience,8,83.56,2003,2003
FIS,resilience,8,86.44,2003,2003
HAB,resilience,8,86.44,2003,2003
ICO,resilience,8,86.44,2003,2003
SAL,resilience,8,86.44,2003,2003
AO,resilience,1,69,2004,2004
CPP,resilience,1,77.35,2004,2004
CSS,resilience,1,77.35,2004,2004
CW,resilience,1,77.35,2004,2004
FIS,resilience,1,81.09,2004,2004
HAB,resilience,1,81.09,2004,2004
ICO,resilience,1,81.09,2004,2004
LSP,resilience,1,77.35,2004,2004
LVF,resilience,1,54.27,2004,2004
LVO,resilience,1,77.35,2004,2004
MAR,resilience,1,77.35,2004,2004
SAL,resilience,1,81.09,2004,2004
SPP,resilience,1,77.35,2004,2004
TR,resilience,1,77.35,2004,2004
AO,resilience,2,75.93,2004,2004
CPP,resilience,2,75.08,2004,2004
CSS,resilience,2,75.08,2004,2004
CW,resilience,2,75.08,2004,2004
FIS,resilience,2,81.9,2004,2004
HAB,resilience,2,81.9,2004,2004
ICO,resilience,2,81.9,2004,2004
LSP,resilience,2,75.08,2004,2004
LVF,resilience,2,65.46,2004,2004
LVO,resilience,2,75.08,2004,2004
MAR,resilience,2,75.08,2004,2004
SAL,resilience,2,81.9,2004,2004
SPP,resilience,2,75.08,2004,2004
TR,resilience,2,75.08,2004,2004
AO,resilience,3,71.99,2004,2004
CPP,resilience,3,66.16,2004,2004
CSS,resilience,3,66.16,2004,2004
CW,resilience,3,66.16,2004,2004
FIS,resilience,3,77.39,2004,2004
HAB,resilience,3,77.39,2004,2004
ICO,resilience,3,77.39,2004,2004
LSP,resilience,3,66.16,2004,2004
LVF,resilience,3,57.68,2004,2004
LVO,resilience,3,66.16,2004,2004
MAR,resilience,3,66.16,2004,2004
SAL,resilience,3,77.39,2004,2004
SPP,resilience,3,66.16,2004,2004
TR,resilience,3,66.16,2004,2004
AO,resilience,4,72.79,2004,2004
CPP,resilience,4,77.67,2004,2004
CSS,resilience,4,77.67,2004,2004
CW,resilience,4,77.67,2004,2004
FIS,resilience,4,82.5,2004,2004
HAB,resilience,4,82.5,2004,2004
ICO,resilience,4,82.5,2004,2004
LSP,resilience,4,77.67,2004,2004
LVF,resilience,4,59.66,2004,2004
LVO,resilience,4,77.67,2004,2004
MAR,resilience,4,77.67,2004,2004
SAL,resilience,4,82.5,2004,2004
SPP,resilience,4,77.67,2004,2004
TR,resilience,4,77.67,2004,2004
AO,resilience,5,73.52,2004,2004
CPP,resilience,5,83.23,2004,2004
CSS,resilience,5,83.23,2004,2004
CW,resilience,5,83.23,2004,2004
FIS,resilience,5,86.63,2004,2004
HAB,resilience,5,86.63,2004,2004
ICO,resilience,5,86.63,2004,2004
LSP,resilience,5,83.23,2004,2004
LVF,resilience,5,61.42,2004,2004
LVO,resilience,5,83.23,2004,2004
MAR,resilience,5,83.23,2004,2004
SAL,resilience,5,86.63,2004,2004
SPP,resilience,5,83.23,2004,2004
TR,resilience,5,83.23,2004,2004
AO,resilience,6,76.08,2004,2004
CPP,resilience,6,82.18,2004,2004
CSS,resilience,6,82.18,2004,2004
CW,resilience,6,82.18,2004,2004
FIS,resilience,6,83.5,2004,2004
HAB,resilience,6,83.5,2004,2004
ICO,resilience,6,83.5,2004,2004
LSP,resilience,6,82.18,2004,2004
LVF,resilience,6,67.37,2004,2004
LVO,resilience,6,82.18,2004,2004
MAR,resilience,6,82.18,2004,2004
SAL,resilience,6,83.5,2004,2004
SPP,resilience,6,82.18,2004,2004
TR,resilience,6,82.18,2004,2004
FIS,resilience,7,94.43,2004,2004
HAB,resilience,7,94.43,2004,2004
ICO,resilience,7,94.43,2004,2004
SAL,resilience,7,94.43,2004,2004
AO,resilience,8,83.56,2004,2004
FIS,resilience,8,86.44,2004,2004
HAB,resilience,8,86.44,2004,2004
ICO,resilience,8,86.44,2004,2004
SAL,resilience,8,86.44,2004,2004
AO,resilience,1,68.66,2005,2005
CPP,resilience,1,77.76,2005,2005
CSS,resilience,1,77.76,2005,2005
CW,resilience,1,77.76,2005,2005
FIS,resilience,1,81.21,2005,2005
HAB,resilience,1,81.21,2005,2005
ICO,resilience,1,81.21,2005,2005
LSP,resilience,1,77.76,2005,2005
LVF,resilience,1,53.77,2005,2005
LVO,resilience,1,77.76,2005,2005
MAR,resilience,1,77.76,2005,2005
SAL,resilience,1,81.21,2005,2005
SPP,resilience,1,77.76,2005,2005
TR,resilience,1,77.76,2005,2005
AO,resilience,2,75.43,2005,2005
CPP,resilience,2,74.67,2005,2005
CSS,resilience,2,74.67,2005,2005
CW,resilience,2,74.67,2005,2005
FIS,resilience,2,81.65,2005,2005
HAB,resilience,2,81.65,2005,2005
ICO,resilience,2,81.65,2005,2005
LSP,resilience,2,74.67,2005,2005
LVF,resilience,2,64.61,2005,2005
LVO,resilience,2,74.67,2005,2005
MAR,resilience,2,74.67,2005,2005
SAL,resilience,2,81.65,2005,2005
SPP,resilience,2,74.67,2005,2005
TR,resilience,2,74.67,2005,2005
AO,resilience,3,71.46,2005,2005
CPP,resilience,3,65.8,2005,2005
CSS,resilience,3,65.8,2005,2005
CW,resilience,3,65.8,2005,2005
FIS,resilience,3,77.19,2005,2005
HAB,resilience,3,77.19,2005,2005
ICO,resilience,3,77.19,2005,2005
LSP,resilience,3,65.8,2005,2005
LVF,resilience,3,56.76,2005,2005
LVO,resilience,3,65.8,2005,2005
MAR,resilience,3,65.8,2005,2005
SAL,resilience,3,77.19,2005,2005
SPP,resilience,3,65.8,2005,2005
TR,resilience,3,65.8,2005,2005
AO,resilience,4,72.48,2005,2005
CPP,resilience,4,78.04,2005,2005
CSS,resilience,4,78.04,2005,2005
CW,resilience,4,78.04,2005,2005
FIS,resilience,4,82.63,2005,2005
HAB,resilience,4,82.63,2005,2005
ICO,resilience,4,82.63,2005,2005
LSP,resilience,4,78.04,2005,2005
LVF,resilience,4,59.19,2005,2005
LVO,resilience,4,78.04,2005,2005
MAR,resilience,4,78.04,2005,2005
SAL,resilience,4,82.63,2005,2005
SPP,resilience,4,78.04,2005,2005
TR,resilience,4,78.04,2005,2005
AO,resilience,5,73.01,2005,2005
CPP,resilience,5,83.89,2005,2005
CSS,resilience,5,83.89,2005,2005
CW,resilience,5,83.89,2005,2005
FIS,resilience,5,86.93,2005,2005
HAB,resilience,5,86.93,2005,2005
ICO,resilience,5,86.93,2005,2005
LSP,resilience,5,83.89,2005,2005
LVF,resilience,5,60.56,2005,2005
LVO,resilience,5,83.89,2005,2005
MAR,resilience,5,83.89,2005,2005
SAL,resilience,5,86.93,2005,2005
SPP,resilience,5,83.89,2005,2005
TR,resilience,5,83.89,2005,2005
AO,resilience,6,76,2005,2005
CPP,resilience,6,82.74,2005,2005
CSS,resilience,6,82.74,2005,2005
CW,resilience,6,82.74,2005,2005
FIS,resilience,6,83.7,2005,2005
HAB,resilience,6,83.7,2005,2005
ICO,resilience,6,83.7,2005,2005
LSP,resilience,6,82.74,2005,2005
LVF,resilience,6,67.38,2005,2005
LVO,resilience,6,82.74,2005,2005
MAR,resilience,6,82.74,2005,2005
SAL,resilience,6,83.7,2005,2005
SPP,resilience,6,82.74,2005,2005
TR,resilience,6,82.74,2005,2005
FIS,resilience,7,94.43,2005,2005
HAB,resilience,7,94.43,2005,2005
ICO,resilience,7,94.43,2005,2005
SAL,resilience,7,94.43,2005,2005
AO,resilience,8,83.41,2005,2005
FIS,resilience,8,86.39,2005,2005
HAB,resilience,8,86.39,2005,2005
ICO,resilience,8,86.39,2005,2005
SAL,resilience,8,86.39,2005,2005
AO,resilience,1,68.51,2006,2006
CPP,resilience,1,78.17,2006,2006
CSS,resilience,1,78.17,2006,2006
CW,resilience,1,78.17,2006,2006
FIS,resilience,1,81.5,2006,2006
HAB,resilience,1,81.5,2006,2006
ICO,resilience,1,81.5,2006,2006
LSP,resilience,1,78.17,2006,2006
LVF,resilience,1,53.28,2006,2006
LVO,resilience,1,78.17,2006,2006
MAR,resilience,1,78.17,2006,2006
SAL,resilience,1,81.5,2006,2006
SPP,resilience,1,78.17,2006,2006
TR,resilience,1,78.17,2006,2006
AO,resilience,2,75.09,2006,2006
CPP,resilience,2,74.26,2006,2006
CSS,resilience,2,74.26,2006,2006
CW,resilience,2,74.26,2006,2006
FIS,resilience,2,81.51,2006,2006
HAB,resilience,2,81.51,2006,2006
ICO,resilience,2,81.51,2006,2006
LSP,resilience,2,74.26,2006,2006
LVF,resilience,2,63.77,2006,2006
LVO,resilience,2,74.26,2006,2006
MAR,resilience,2,74.26,2006,2006
SAL,resilience,2,81.51,2006,2006
SPP,resilience,2,74.26,2006,2006
TR,resilience,2,74.26,2006,2006
AO,resilience,3,71.07,2006,2006
CPP,resilience,3,65.44,2006,2006
CSS,resilience,3,65.44,2006,2006
CW,resilience,3,65.44,2006,2006
FIS,resilience,3,77.06,2006,2006
HAB,resilience,3,77.06,2006,2006
ICO,resilience,3,77.06,2006,2006
LSP,resilience,3,65.44,2006,2006
LVF,resilience,3,55.84,2006,2006
LVO,resilience,3,65.44,2006,2006
MAR,resilience,3,65.44,2006,2006
SAL,resilience,3,77.06,2006,2006
SPP,resilience,3,65.44,2006,2006
TR,resilience,3,65.44,2006,2006
AO,resilience,4,72.32,2006,2006
CPP,resilience,4,78.41,2006,2006
CSS,resilience,4,78.41,2006,2006
CW,resilience,4,78.41,2006,2006
FIS,resilience,4,82.88,2006,2006
HAB,resilience,4,82.88,2006,2006
ICO,resilience,4,82.88,2006,2006
LSP,resilience,4,78.41,2006,2006
LVF,resilience,4,58.72,2006,2006
LVO,resilience,4,78.41,2006,2006
MAR,resilience,4,78.41,2006,2006
SAL,resilience,4,82.88,2006,2006
SPP,resilience,4,78.41,2006,2006
TR,resilience,4,78.41,2006,2006
AO,resilience,5,72.65,2006,2006
CPP,resilience,5,84.54,2006,2006
CSS,resilience,5,84.54,2006,2006
CW,resilience,5,84.54,2006,2006
FIS,resilience,5,87.3,2006,2006
HAB,resilience,5,87.3,2006,2006
ICO,resilience,5,87.3,2006,2006
LSP,resilience,5,84.54,2006,2006
LVF,resilience,5,59.7,2006,2006
LVO,resilience,5,84.54,2006,2006
MAR,resilience,5,84.54,2006,2006
SAL,resilience,5,87.3,2006,2006
SPP,resilience,5,84.54,2006,2006
TR,resilience,5,84.54,2006,2006
AO,resilience,6,76.09,2006,2006
CPP,resilience,6,83.29,2006,2006
CSS,resilience,6,83.29,2006,2006
CW,resilience,6,83.29,2006,2006
FIS,resilience,6,84.06,2006,2006
HAB,resilience,6,84.06,2006,2006
ICO,resilience,6,84.06,2006,2006
LSP,resilience,6,83.29,2006,2006
LVF,resilience,6,67.4,2006,2006
LVO,resilience,6,83.29,2006,2006
MAR,resilience,6,83.29,2006,2006
SAL,resilience,6,84.06,2006,2006
SPP,resilience,6,83.29,2006,2006
TR,resilience,6,83.29,2006,2006
FIS,resilience,7,94.44,2006,2006
HAB,resilience,7,94.44,2006,2006
ICO,resilience,7,94.44,2006,2006
SAL,resilience,7,94.44,2006,2006
AO,resilience,8,83.57,2006,2006
FIS,resilience,8,86.51,2006,2006
HAB,resilience,8,86.51,2006,2006
ICO,resilience,8,86.51,2006,2006
SAL,resilience,8,86.51,2006,2006
AO,resilience,1,68.73,2007,2007
CPP,resilience,1,78.37,2007,2007
CSS,resilience,1,78.37,2007,2007
CW,resilience,1,78.37,2007,2007
FIS,resilience,1,81.61,2007,2007
HAB,resilience,1,81.61,2007,2007
ICO,resilience,1,81.61,2007,2007
LSP,resilience,1,78.37,2007,2007
LVF,resilience,1,53.72,2007,2007
LVO,resilience,1,78.37,2007,2007
MAR,resilience,1,78.37,2007,2007
SAL,resilience,1,81.61,2007,2007
SPP,resilience,1,78.37,2007,2007
TR,resilience,1,78.37,2007,2007
AO,resilience,2,75.25,2007,2007
CPP,resilience,2,72.5,2007,2007
CSS,resilience,2,72.5,2007,2007
CW,resilience,2,72.5,2007,2007
FIS,resilience,2,80.63,2007,2007
HAB,resilience,2,80.63,2007,2007
ICO,resilience,2,80.63,2007,2007
LSP,resilience,2,72.5,2007,2007
LVF,resilience,2,64.1,2007,2007
LVO,resilience,2,72.5,2007,2007
MAR,resilience,2,72.5,2007,2007
SAL,resilience,2,80.63,2007,2007
SPP,resilience,2,72.5,2007,2007
TR,resilience,2,72.5,2007,2007
AO,resilience,3,71.18,2007,2007
CPP,resilience,3,64.64,2007,2007
CSS,resilience,3,64.64,2007,2007
CW,resilience,3,64.64,2007,2007
FIS,resilience,3,76.66,2007,2007
HAB,resilience,3,76.66,2007,2007
ICO,resilience,3,76.66,2007,2007
LSP,resilience,3,64.64,2007,2007
LVF,resilience,3,56.06,2007,2007
LVO,resilience,3,64.64,2007,2007
MAR,resilience,3,64.64,2007,2007
SAL,resilience,3,76.66,2007,2007
SPP,resilience,3,64.64,2007,2007
TR,resilience,3,64.64,2007,2007
AO,resilience,4,72.89,2007,2007
CPP,resilience,4,78.66,2007,2007
CSS,resilience,4,78.66,2007,2007
CW,resilience,4,78.66,2007,2007
FIS,resilience,4,83,2007,2007
HAB,resilience,4,83,2007,2007
ICO,resilience,4,83,2007,2007
LSP,resilience,4,78.66,2007,2007
LVF,resilience,4,59.87,2007,2007
LVO,resilience,4,78.66,2007,2007
MAR,resilience,4,78.66,2007,2007
SAL,resilience,4,83,2007,2007
SPP,resilience,4,78.66,2007,2007
TR,resilience,4,78.66,2007,2007
AO,resilience,5,73.35,2007,2007
CPP,resilience,5,84.71,2007,2007
CSS,resilience,5,84.71,2007,2007
CW,resilience,5,84.71,2007,2007
FIS,resilience,5,87.38,2007,2007
HAB,resilience,5,87.38,2007,2007
ICO,resilience,5,87.38,2007,2007
LSP,resilience,5,84.71,2007,2007
LVF,resilience,5,61.09,2007,2007
LVO,resilience,5,84.71,2007,2007
MAR,resilience,5,84.71,2007,2007
SAL,resilience,5,87.38,2007,2007
SPP,resilience,5,84.71,2007,2007
TR,resilience,5,84.71,2007,2007
AO,resilience,6,76.22,2007,2007
CPP,resilience,6,83.41,2007,2007
CSS,resilience,6,83.41,2007,2007
CW,resilience,6,83.41,2007,2007
FIS,resilience,6,84.12,2007,2007
HAB,resilience,6,84.12,2007,2007
ICO,resilience,6,84.12,2007,2007
LSP,resilience,6,83.41,2007,2007
LVF,resilience,6,67.64,2007,2007
LVO,resilience,6,83.41,2007,2007
MAR,resilience,6,83.41,2007,2007
SAL,resilience,6,84.12,2007,2007
SPP,resilience,6,83.41,2007,2007
TR,resilience,6,83.41,2007,2007
FIS,resilience,7,94.44,2007,2007
HAB,resilience,7,94.44,2007,2007
ICO,resilience,7,94.44,2007,2007
SAL,resilience,7,94.44,2007,2007
AO,resilience,8,83.57,2007,2007
FIS,resilience,8,86.51,2007,2007
HAB,resilience,8,86.51,2007,2007
ICO,resilience,8,86.51,2007,2007
SAL,resilience,8,86.51,2007,2007
AO,resilience,1,68.95,2008,2008
CPP,resilience,1,78.57,2008,2008
CSS,resilience,1,78.57,2008,2008
CW,resilience,1,78.57,2008,2008
FIS,resilience,1,81.71,2008,2008
HAB,resilience,1,81.71,2008,2008
ICO,resilience,1,81.71,2008,2008
LSP,resilience,1,78.57,2008,2008
LVF,resilience,1,54.17,2008,2008
LVO,resilience,1,78.57,2008,2008
MAR,resilience,1,78.57,2008,2008
SAL,resilience,1,81.71,2008,2008
SPP,resilience,1,78.57,2008,2008
TR,resilience,1,78.57,2008,2008
AO,resilience,2,75.42,2008,2008
CPP,resilience,2,70.73,2008,2008
CSS,resilience,2,70.73,2008,2008
CW,resilience,2,70.73,2008,2008
FIS,resilience,2,79.74,2008,2008
HAB,resilience,2,79.74,2008,2008
ICO,resilience,2,79.74,2008,2008
LSP,resilience,2,70.73,2008,2008
LVF,resilience,2,64.43,2008,2008
LVO,resilience,2,70.73,2008,2008
MAR,resilience,2,70.73,2008,2008
SAL,resilience,2,79.74,2008,2008
SPP,resilience,2,70.73,2008,2008
TR,resilience,2,70.73,2008,2008
AO,resilience,3,71.29,2008,2008
CPP,resilience,3,63.84,2008,2008
CSS,resilience,3,63.84,2008,2008
CW,resilience,3,63.84,2008,2008
FIS,resilience,3,76.26,2008,2008
HAB,resilience,3,76.26,2008,2008
ICO,resilience,3,76.26,2008,2008
LSP,resilience,3,63.84,2008,2008
LVF,resilience,3,56.28,2008,2008
LVO,resilience,3,63.84,2008,2008
MAR,resilience,3,63.84,2008,2008
SAL,resilience,3,76.26,2008,2008
SPP,resilience,3,63.84,2008,2008
TR,resilience,3,63.84,2008,2008
AO,resilience,4,73.46,2008,2008
CPP,resilience,4,78.9,2008,2008
CSS,resilience,4,78.9,2008,2008
CW,resilience,4,78.9,2008,2008
FIS,resilience,4,83.12,2008,2008
HAB,resilience,4,83.12,2008,2008
ICO,resilience,4,83.12,2008,2008
LSP,resilience,4,78.9,2008,2008
LVF,resilience,4,61.01,2008,2008
LVO,resilience,4,78.9,2008,2008
MAR,resilience,4,78.9,2008,2008
SAL,resilience,4,83.12,2008,2008
SPP,resilience,4,78.9,2008,2008
