goal,lag,yrs,rgns,adj_r_squared,aic,intercept,factor_rgn_code_cc,factor_rgn_code_hg,factor_rgn_code_nc,factor_rgn_code_nv,factor_rgn_code_po,factor_rgn_code_sg,factor_rgn_code_wv,factor_year_2002,factor_year_2003,factor_year_2004,factor_year_2005,factor_year_2006,factor_year_2007,factor_year_2008,factor_year_2009,factor_year_2010,factor_year_2011,factor_year_2012,factor_year_2013,factor_year_2014,factor_year_2015,pressures,na,rmse,rsquared,mae,rmsesd,rsquaredsd,maesd
CSS,4,11,6,0.641682668268277,-1005.7825779162133,-0.0004,-0.0004,-0.0015,-0.0005,-0.0020°,NA,-0.0029***,-0.0029°,0.0000,0.0001,0.0000,0.0000,0.0000,0.0002,0.0005,0.0007*,0.0009*,0.0009*,0.0009*,NA,NA,NA,0.0001,NA,6.221961684071107e-4,0.5662733104769246,4.2630180246138475e-4,1.3656725239542065e-4,0.2544373937024348,7.010437340045017e-5
CSS,5,10,6,0.67396273366400306,-896.163398409562,-0.0005,-0.0005,-0.0016,-0.0006,-0.0022,NA,-0.0035***,-0.0032,0.0000,0.0001,0.0001,0.0000,0.0002,0.0004,0.0006°,0.0009*,0.0010*,0.0011*,NA,NA,NA,NA,0.0001,NA,7.283782615949514e-4,0.6033564403691399,5.009651539174306e-4,1.8749247537856834e-4,0.20091968487342302,1.1589181608560477e-4
CSS,6,9,6,0.71837968089591,-801.033548018381,-0.0005,-0.0005,-0.0017,-0.0006,-0.0022,NA,-0.0041***,-0.0034,0.0000,0.0001,0.0001,0.0002,0.0004,0.0005,0.0008°,0.0010*,0.0012*,NA,NA,NA,NA,NA,0.0001,NA,7.605741749884929e-4,0.6655056203055357,5.179136707452126e-4,2.3627880565307496e-4,0.21220674588989455,1.48527970548754e-4
CW,1,14,6,0.4227241680744649,-947.8869623496482,-0.0789***,-0.0163***,0.0014,-0.0163***,-0.0183***,NA,-0.0607***,-0.0479***,0.0020,0.0021,0.0013,0.0026*,-0.0004,0.0029*,0.0024°,0.0017,0.0001,0.0046***,0.0026°,0.0030*,0.0031*,0.0031*,0.0025***,NA,0.0028076848512202848,0.28926736363239025,0.001833524768531977,9.268412532408672e-4,0.17111933809668214,3.909554273766155e-4
CW,2,13,6,0.46514540816880623,-872.7672459515634,-0.0928***,-0.0196***,0.0014,-0.0197***,-0.0219***,NA,-0.0725***,-0.0576***,0.0005,-0.0002,0.0009,-0.0018,0.0005,0.0009,-0.0002,-0.0017,0.0024°,0.0019,0.0015,0.0018,0.0019,NA,0.0031***,NA,0.002836943797453728,0.3625075458391857,0.0019217538062703326,8.529402803700423e-4,0.19496901193297192,3.674557282254944e-4
CW,3,12,6,0.45431250439854676,-803.0253454548738,-0.0938***,-0.0200***,0.0011,-0.0202***,-0.0223***,NA,-0.0736***,-0.0591***,-0.0006,0.0006,-0.0023,0.0001,-0.0001,-0.0007,-0.0026°,0.0017,0.0011,0.0016,0.0013,0.0015,NA,NA,0.0031***,NA,0.0029167149778003307,0.3751392516258275,0.0019246612148069548,0.0010042611539168868,0.21066166206339096,4.0287519484758194e-4
CW,4,11,6,0.3592437940045462,-743.7163554083505,-0.0704***,-0.0151***,0.0006,-0.0154***,-0.0168***,NA,-0.0550***,-0.0450***,0.0012,-0.0021,0.0001,0.0001,-0.0014,-0.0024°,0.0010,0.0005,0.0012,0.0022,0.0010,NA,NA,NA,0.0023***,NA,0.0031545753006329688,0.24957250429758385,0.0020215581707353786,0.001002463800717911,0.1765640485571746,4.914707732098807e-4
CW,5,10,6,0.5068388848555077,-669.300773755682,-0.1035***,-0.0225***,0.0004,-0.0227***,-0.0248***,NA,-0.0818***,-0.0669***,-0.0027°,-0.0001,-0.0004,-0.0016,-0.0035*,0.0006,0.0001,0.0008,0.0012,0.0015,NA,NA,NA,NA,0.0034***,NA,0.0031613626565787484,0.4156502369051192,0.00217235162056858,0.0011812239413075641,0.2225992212085761,5.798595296398304e-4
CW,6,9,6,0.35160705806342385,-613.236541524516,-0.0854***,-0.0182***,-0.0000,-0.0186***,-0.0200***,NA,-0.0657***,-0.0553***,0.0025°,0.0020,0.0007,-0.0012,0.0025,0.0023,0.0023,0.0030°,0.0035*,NA,NA,NA,NA,NA,0.0028***,NA,0.002963647559460323,0.29497344453903823,0.0019834283210259335,0.0010930776376105416,0.17054626570682474,4.158432678567752e-4
FIS,1,14,6,0.6467332924623949,4.249715687605679,0.0806,0.8823***,1.6376***,1.3614***,1.9008***,-0.1026,NA,1.6106***,0.0388,0.1195,0.2307,0.3965**,0.2626°,0.1489,-0.1796,-0.0899,-0.2252,-0.3840°,-0.4485*,-0.4275°,-0.4937*,-0.3541°,-0.0813**,NA,0.258248359158747,0.5098119807622598,0.21048241258993455,0.031635159902107086,0.20308257117295136,0.031448954201983556
FIS,2,13,6,0.003998432767137072,216.11770535464058,0.6082,0.2535,1.0108,0.7629,1.2178,1.3559*,NA,0.9640,0.1634,0.3906,0.6793,0.6784,0.3557,-0.3427,-0.0825,-0.5123,0.3371,-0.1966,-0.7700,-0.3484,-0.4966,NA,-0.0776,NA,1.0242488701976493,0.11411901334482875,0.5969271522937537,0.5098097921591437,0.11339335925855425,0.1908943258418627
FIS,3,12,6,0.37633402516541326,119.26848668885341,0.6687,0.4374,1.2270,1.0216°,1.5066,0.2510,NA,1.2533,0.2669,0.7290*,0.8859*,0.6598*,0.0895,-0.1703,-0.2392,-0.0226,-0.5884,-0.6470,-0.7897,-0.7151,NA,NA,-0.0880,NA,0.5874909222005075,0.24193010545964438,0.4474633689229412,0.1464556522010198,0.2141678309732341,0.09149259287892182
FIS,4,11,6,0.46511415714163074,121.79586818434207,-0.1046,-0.0262,-0.1843,0.0070,-0.2340,-0.7591°,NA,-0.1411,0.5660,1.1208**,1.0575**,0.4491,0.0541,-0.1934,-0.3333,-0.1813,-0.3467,0.1190,-0.2057,NA,NA,NA,0.0106,NA,0.6314872063535885,0.3426748458069098,0.49018955039685735,0.16164459097989192,0.21540006544258616,0.09852269562506925
FIS,5,10,6,0.4497276742881571,112.7262615857133,-1.4103,-0.2265,-1.6435,-0.9240,-2.0171,-0.4383,NA,-1.5271,0.6885°,1.2341**,0.8258*,0.3470,-0.0572,-0.2411,-0.1409,0.0294,0.1852,0.1875,NA,NA,NA,NA,0.1366,NA,0.6413452479627554,0.3474287645060001,0.5216353271919015,0.11718602907512614,0.15783767480211108,0.09292310461937679
FIS,6,9,6,0.6552568911202783,79.71068570778263,-3.0387**,-0.2327,-2.9939**,-1.7832*,-3.6533*,-0.7318°,NA,-2.8017*,0.7222*,1.0419**,0.8837*,0.3634,-0.1856,-0.2624,-0.1655,0.4251,0.5783,NA,NA,NA,NA,NA,0.2682**,NA,0.4973711319927704,0.5813970125670707,0.3965264112382943,0.08959176662955252,0.16180932932988482,0.08037199975148214
HAB,1,14,7,0.03726535616155924,-550.8002104574867,0.0163,-0.0006,0.0081,0.0084,0.0264,0.0044,0.0113,0.0219,-0.0004,-0.0017,-0.0016,0.0008,-0.0217°,-0.0139,0.0112,0.0040,-0.0043,-0.0131,-0.0119,0.0149,-0.0235,-0.0065,-0.0013,NA,0.024068385283011078,0.05918656448532674,0.01451202090641205,0.009333101743576492,0.06543177037957101,0.00384032226775807
HAB,2,13,7,0.11706362321826891,-492.36827254449827,0.0129,-0.0053,0.0024,0.0058,0.0181,0.0033,0.0046,0.0157,-0.0003,-0.0012,0.0011,-0.0191,-0.0329*,-0.0001,0.0205,0.0056,-0.0108,-0.0174,0.0105,-0.0006,-0.0210,NA,-0.0009,NA,0.027046867536425528,0.08839556899185728,0.01758009310988326,0.006277706900203905,0.11356401416254389,0.0035857540264208248
HAB,3,12,7,0.19769371635435884,-479.96569928542726,0.0588,-0.0015,0.0321,0.0319,0.1004,0.0167,0.0478,0.0828,-0.0015,-0.0038,-0.0241*,-0.0352**,-0.0246*,0.0028,0.0133,-0.0151,-0.0308°,-0.0131,-0.0236,-0.0208,NA,NA,-0.0049,NA,0.02509245959781203,0.1536231087127654,0.018023080002007728,0.0056062176458708864,0.11995486589046594,0.0031056530729578783
HAB,4,11,7,0.19511648013844674,-444.3987501919058,0.0712,-0.0052,0.0366,0.0378,0.1202,0.0204,0.0520,0.1003,0.0004,-0.0253*,-0.0370**,-0.0233*,-0.0178,0.0018,0.0030,-0.0242,-0.0146,-0.0328°,-0.0278,NA,NA,NA,-0.0059,NA,0.02434773253337374,0.12751700163323176,0.01927968342944766,0.003657557446716524,0.10561830086576544,0.002900932829140254
HAB,5,10,7,0.1321573835171801,-375.2746762924004,0.0434,-0.0185,0.0083,0.0190,0.0620,0.0114,0.0252,0.0534,-0.0213,-0.0358*,-0.0228,-0.0143,-0.0165,-0.0049,-0.0004,0.0030,-0.0225,-0.0241,NA,NA,NA,NA,-0.0031,NA,0.029118911396736554,0.10582299011702016,0.021408095261753992,0.006520532086844414,0.12180750865544007,0.004003636287133715
HAB,6,9,7,0.19860280166244693,-324.61114308344844,0.0001,-0.0306,-0.0165,0.0042,0.0166,0.0042,0.0065,0.0172,-0.0120,0.0001,0.0083,0.0086,-0.0017,0.0122,0.0455*,0.0135,0.0056,NA,NA,NA,NA,NA,-0.0009,NA,0.030699814207336956,0.2077510341391067,0.022412694326393815,0.008094406211417332,0.14960085559741973,0.005408493072275605
ICO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,   NA,NA,NA,NA,NA,NA,NA
ICO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,   NA,NA,NA,NA,NA,NA,NA
ICO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,   NA,NA,NA,NA,NA,NA,NA
ICO,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,   NA,NA,NA,NA,NA,NA,NA
ICO,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,   NA,NA,NA,NA,NA,NA,NA
ICO,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,   NA,NA,NA,NA,NA,NA,NA
LSP,1,14,5,0.2123541393149484,111.78262902626577,1.7810,NA,-0.1423,0.1246,0.5024,NA,0.2122,0.8151,-0.0054,0.1557,-0.0426,0.9183***,0.0697,0.3915°,-0.0816,-0.1017,-0.1018,-0.1127,-0.1525,-0.1693,-0.2010,-0.1376,-0.0803,NA,0.4301104154781058,0.21411148855827697,0.26740774178886034,0.17436588651684462,0.193512292442755,0.07291566068818243
LSP,2,13,5,0.310364784325594,164.88651220225466,3.3316,NA,-0.3346,0.2406,0.8354,NA,0.2685,1.3821,0.1699,0.1045,0.8603*,1.1236**,0.4894,0.3578,-0.1501,-0.1938,-0.2136,-0.2180,-0.2924,-0.3224,-0.3804,NA,-0.1468,NA,0.6372742657342457,0.2758476679813819,0.468710913867637,0.1704840671639404,0.12604391528471753,0.10156875651231152
LSP,3,12,5,0.2818194353043758,272.4304719441153,6.2391,NA,-0.7039,0.6555,1.4295,NA,0.3661,2.4404,-0.0591,1.4942*,0.8379,1.9754**,0.2313,0.1430,-0.4615,-0.5694,-0.5921,-0.5873,-0.7218,-0.7754,NA,NA,-0.2655,NA,1.395719516608737,0.2842331908193797,0.9684472833428782,0.49697878912896204,0.20809022446028366,0.22400690220759673
LSP,4,11,5,0.33309291635581983,291.7825129781864,9.8594,NA,-1.1163°,1.0413,2.2753,NA,0.5587,3.9590,1.5669,1.6940°,1.8540°,1.9204*,0.1816,0.1011,-0.6319,-0.8013,-0.8300,-0.8117,-1.0271,NA,NA,NA,-0.4252,NA,1.9160644530651652,0.2706507063482137,1.459666562628809,0.377281237059605,0.16237837089743457,0.2107784555044458
LSP,5,10,5,0.3819243187815319,303.5760532361359,16.3578,NA,-1.5609°,1.7282°,3.5285,NA,0.8795,6.1196,0.1500,1.4664,0.0832,0.2059,-1.5732,-1.6415,-2.5241°,-2.7796°,-2.8152°,-2.7784°,NA,NA,NA,NA,-0.6424,NA,2.345634864013323,0.3309904683666857,1.7658530392878904,0.6793561009301162,0.1732633186224746,0.3794332194350116
LSP,6,9,5,0.4239984830372131,291.5467032380415,27.1162,NA,-1.8237,1.8036,6.8866,NA,2.3958,11.5757,1.3101,0.8965,-0.4350,-0.2561,-2.1106,-2.1115,-3.3281*,-3.7717*,-3.8225*,NA,NA,NA,NA,NA,-1.1226,NA,2.8390272829678413,0.34850766022470936,2.1261302212610746,0.767380133846362,0.16208407912116474,0.5095766925715127
MAR,1,3,4,0.2631380747648998,91.62093531948278,-14.6699,NA,3.8137*,NA,-6.1410,NA,-6.5332,-6.7364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5636,1.8118,5.1913*,NA,0.5041,NA,2.8145697716667386,0.359967646238457,2.164632272423162,1.1265704647959733,0.3194438158463488,0.656756185737803
MAR,2,2,4,0.3928387065198551,47.98610670621769,-5.2329,NA,2.1763°,NA,-2.6621,NA,-2.7657,-2.7856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0374,1.9709,NA,NA,0.1822,NA,1.4467924513475394,0.707125553623952,1.2228402490913424,0.5589615027294816,0.3113093137836756,0.45051984932010986
MAR,3,1,4,-0.18766095295301977,63.93010124728263,-23.5899,NA,9.1558,NA,-11.4589,NA,-11.4450,-12.9085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6376,NA,NA,NA,0.8161,NA,8.477096859223952,1,7.17184205457696,3.6761145258239822,0,3.1113373895050387
SAL,1,12,6,1,-6283.842033997347,-0.2705***,0.0000,-0.0000,-0.0000,-0.0000,NA,-0.0000,-0.0000,NA,NA,0.2524***,0.4773***,-0.1795***,0.7716***,0.1307***,0.4398***,0.3867***,-0.0115***,0.1395***,1.0133***,-0.0657***,0.9828***,0.0000,NA,1.9354117995746526e-16,1,1.541289622972514e-16,6.988368482229861e-17,0,5.290000104278007e-17
SAL,2,11,6,1,-5787.890652823042,-0.2837***,-0.0000,-0.0000**,-0.0000*,-0.0000**,NA,-0.0000**,-0.0000**,NA,NA,0.4687***,-0.0526***,0.1092***,0.5749***,0.2895***,0.5888***,0.0851***,-0.0924***,0.7982***,0.4406***,0.4203***,NA,0.0000**,NA,1.6373442835737968e-16,1,1.3059167130009704e-16,5.0524107981749983e-17,0,4.1015842195335967e-17
SAL,3,10,6,1,-5446.670389890086,-0.1356***,-0.0000,-0.0000°,-0.0000,-0.0000°,NA,-0.0000°,-0.0000,NA,NA,-0.2127***,0.1318***,-0.1543***,0.6454***,0.2582***,0.0727***,-0.1680***,0.2230***,0.1409***,1.1165***,NA,NA,0.0000°,NA,1.6642426768797276e-16,1,1.2792046068244022e-16,4.761410935715037e-17,0,3.77534723333972e-17
SAL,4,9,6,1,-4869.301574879355,-0.5247***,0.0000,-0.0000,-0.0000,-0.0000,NA,-0.0000,-0.0000,NA,NA,0.5028***,0.3815***,0.3549***,1.2098***,0.3307***,0.3389***,0.7383***,0.2464***,1.2460***,NA,NA,NA,0.0000,NA,2.8406905899932434e-16,1,2.2578239390039333e-16,8.678919265716635e-17,0,6.953456024491064e-17
SAL,5,8,6,1,-4377.221585079065,-0.2865***,-0.0000*,-0.0000,-0.0000,-0.0000,NA,-0.0000,-0.0000,NA,NA,0.1278***,0.2884***,0.2132***,0.4964***,-0.0131***,0.7056***,0.0921***,0.5223***,NA,NA,NA,NA,0.0000,NA,1.9117033301789066e-16,1,1.5960168671323785e-16,6.915309928984336e-17,0,6.029506894158063e-17
SAL,6,7,6,1,-3896.0466812082836,-0.3863***,0.0000°,0.0000*,0.0000,0.0000*,NA,0.0000*,0.0000*,NA,NA,0.3701***,0.5046***,0.0516***,0.4376***,0.6069***,0.3282***,0.7657***,NA,NA,NA,NA,NA,-0.0000*,NA,1.6554379127121253e-16,1,1.3122163288630183e-16,8.194813742589001e-17,0,5.5186822263093886e-17
SPP,1,14,7,0.7809725228336517,-1507.4418526563359,-0.0016°,-0.0001,-0.0004,-0.0003,-0.0009,-0.0001,-0.0007,-0.0008,0.0000,0.0007**,-0.0010***,0.0008***,0.0013***,0.0021***,0.0012***,0.0009**,0.0008*,0.0005,0.0024***,0.0010**,0.0018***,0.0003,0.0001,NA,4.55429831408568e-4,0.7478981587803719,3.242494876929612e-4,7.123145089613186e-5,0.08956546197002867,4.525849256451885e-5
SPP,2,13,7,0.7663508016986467,-1309.5721416838778,-0.0016,-0.0001,-0.0002,-0.0001,-0.0004,-0.0002,-0.0004,-0.0003,0.0006°,-0.0005,-0.0004,0.0019***,0.0032***,0.0030***,0.0018***,0.0013**,0.0008,0.0025***,0.0029***,0.0022***,0.0016**,NA,0.0000,NA,7.044186778649336e-4,0.7306862476593755,5.198808608170255e-4,1.374894396842203e-4,0.09546927079997497,9.73809505678488e-5
SPP,3,12,7,0.7826724872269957,-1168.181968035034,-0.0007,0.0000,0.0003,0.0003,0.0004,-0.0004,0.0002,0.0004,-0.0011**,-0.0004,0.0002,0.0032***,0.0035***,0.0030***,0.0015**,0.0007,0.0021**,0.0023**,0.0035***,0.0014°,NA,NA,-0.0000,NA,9.186395375921548e-4,0.7558805551087738,6.862409113828768e-4,1.428738937099777e-4,0.06786468475087402,1.2341172666214325e-4
SPP,4,11,7,0.779739668081308,-1052.1664246964629,-0.0022,0.0000,0.0004,0.0004,0.0005,-0.0006,0.0002,0.0004,0.0007,0.0018***,0.0032***,0.0053***,0.0053***,0.0046***,0.0028***,0.0039***,0.0038***,0.0047***,0.0045***,NA,NA,NA,-0.0001,NA,0.0010028049816732413,0.7590470990639587,7.584254342605337e-4,1.530581058626677e-4,0.06968672871412805,1.2198689208425179e-4
SPP,5,10,7,0.7571302130337559,-967.2075978386861,-0.0013,0.0001,0.0009,0.0009,0.0013,-0.0007,0.0008,0.0011,0.0011*,0.0030***,0.0034***,0.0053***,0.0051***,0.0040***,0.0041***,0.0037***,0.0043***,0.0038***,NA,NA,NA,NA,-0.0001,NA,0.0010146714279853485,0.7362172051551403,7.576804432829759e-4,2.0131067033423336e-4,0.10262823780095126,1.0860182496521856e-4
SPP,6,9,7,0.7393029769765951,-885.230745145479,-0.0021,-0.0002,0.0003,0.0007,0.0000,-0.0010*,0.0000,-0.0000,0.0019***,0.0029***,0.0031***,0.0047***,0.0042***,0.0051***,0.0038***,0.0042***,0.0035**,NA,NA,NA,NA,NA,-0.0000,NA,9.571853157346374e-4,0.6887708048514408,7.338418648036275e-4,2.265829614900561e-4,0.1347312808088872,1.3178930395342351e-4
TR,1,8,4,-0.0033425932827140237,-86.06691045596324,-0.4727,NA,NA,-0.0996,-0.1143,NA,-0.2457,-0.2203,NA,NA,NA,NA,NA,NA,0.0081,-0.0105,0.0205,0.0521,0.0565,0.1450*,0.0943,-0.0096,0.0204,NA,0.09990125929298954,0.09838772215530099,0.07406507227735995,0.029164159113722915,0.16225993564464533,0.020904217080714792
TR,2,7,4,0.07025938584938118,-51.1671340620165,-0.8094°,NA,NA,-0.1629,-0.1924°,NA,-0.4079°,-0.3664°,NA,NA,NA,NA,NA,NA,-0.0040,0.0186,0.0810,0.0777,0.1887°,0.2602*,0.1064,NA,0.0340°,NA,0.13704481953442735,0.14829792458246155,0.10247181918397949,0.03768559852621798,0.18758717678421608,0.028304266161591717
TR,3,6,4,0.08545372807374729,-35.58932981111152,-1.0219°,NA,NA,-0.2024,-0.2399°,NA,-0.4929,-0.4482°,NA,NA,NA,NA,NA,NA,0.0392,0.0996,0.1241,0.1990*,0.3086*,0.2922*,NA,NA,0.0411°,NA,0.1527814765597795,0.18630283656082164,0.11857689676849632,0.056139699400562085,0.22990466078324698,0.03783345734329046
TR,4,5,4,0.17910682177375203,-37.85244053643349,-0.9816,NA,NA,-0.2297,-0.2544,NA,-0.4708,-0.4583,NA,NA,NA,NA,NA,NA,0.0706,0.0973,0.2000*,0.2558**,0.2770*,NA,NA,NA,0.0394,NA,0.13190215761580795,0.2384219192217849,0.10503900385008631,0.03702830557121359,0.2046083461898469,0.02889089325599104
TR,5,4,4,0.058250380997310724,-27.963118091646884,0.6515,NA,NA,0.0923,0.1418,NA,0.3553,0.2970,NA,NA,NA,NA,NA,NA,-0.0543,0.0002,0.1031,0.0848,NA,NA,NA,NA,-0.0304,NA,0.13789495569210466,0.30795117292941643,0.11253835805536662,0.04386430892956943,0.302337880130177,0.03377406583934478
