nutr_pressure,rgn_id,Freq,year
0.4577,6,1,2010
0.4582,6,3,2010
0.4587,6,1,2010
0.4593,6,5,2010
0.4596,6,2,2010
0.4599,6,1,2010
0.4603,6,3,2010
0.4608,6,2,2010
0.461,6,2,2010
0.4615,6,3,2010
0.4623,6,1,2010
0.4625,6,2,2010
0.4627,6,3,2010
0.4628,6,2,2010
0.4635,6,2,2010
0.4642,6,1,2010
0.4647,6,2,2010
0.4652,6,1,2010
0.4656,6,2,2010
0.4661,6,2,2010
0.4663,6,2,2010
0.4668,6,4,2010
0.4671,6,1,2010
0.4675,6,3,2010
0.4678,6,1,2010
0.468,6,1,2010
0.4683,6,3,2010
0.4688,6,1,2010
0.469,6,3,2010
0.4692,6,1,2010
0.4693,6,1,2010
0.4697,6,2,2010
0.4705,6,1,2010
0.4707,6,1,2010
0.4716,6,5,2010
0.4721,6,1,2010
0.4723,6,5,2010
0.4731,6,3,2010
0.4733,6,2,2010
0.4738,6,3,2010
0.4741,6,2,2010
0.4743,6,1,2010
0.4745,6,1,2010
0.4746,6,1,2010
0.4752,6,2,2010
0.4753,6,1,2010
0.4757,6,1,2010
0.4758,6,3,2010
0.4765,6,2,2010
0.4767,6,2,2010
0.4776,6,1,2010
0.4779,6,1,2010
0.4781,6,1,2010
0.4784,6,1,2010
0.4789,6,1,2010
0.4791,6,1,2010
0.4796,6,1,2010
0.4799,6,1,2010
0.4801,6,3,2010
0.4802,6,1,2010
0.4806,6,1,2010
0.4807,6,4,2010
0.4809,6,3,2010
0.4814,6,3,2010
0.4816,6,2,2010
0.4821,6,3,2010
0.4824,6,2,2010
0.4831,6,1,2010
0.4841,6,1,2010
0.4843,6,2,2010
0.4848,6,2,2010
0.4853,6,1,2010
0.4856,6,3,2010
0.4863,6,5,2010
0.4865,6,1,2010
0.4866,6,1,2010
0.4871,6,1,2010
0.4873,6,2,2010
0.4876,6,1,2010
0.4878,6,3,2010
0.488,6,3,2010
0.4886,6,1,2010
0.4893,6,2,2010
0.4898,6,2,2010
0.49,6,1,2010
0.4903,6,1,2010
0.4905,6,2,2010
0.4908,6,1,2010
0.491,6,1,2010
0.4913,6,2,2010
0.4918,6,1,2010
0.492,6,3,2010
0.4922,6,1,2010
0.4923,6,3,2010
0.4927,6,4,2010
0.4928,6,1,2010
0.493,6,1,2010
0.4932,6,1,2010
0.4935,6,3,2010
0.4938,6,1,2010
0.494,6,2,2010
0.4942,6,1,2010
0.4943,6,2,2010
0.4947,6,1,2010
0.4948,6,3,2010
0.495,6,1,2010
0.4955,6,3,2010
0.4962,6,3,2010
0.4965,6,3,2010
0.4969,6,4,2010
0.4972,6,1,2010
0.4977,6,2,2010
0.498,6,2,2010
0.4984,6,2,2010
0.4985,6,1,2010
0.4987,6,1,2010
0.4989,6,1,2010
0.499,6,2,2010
0.4992,6,1,2010
0.4994,6,1,2010
0.4995,6,1,2010
0.4997,6,3,2010
0.4999,6,3,2010
0.5,6,1,2010
0.5002,6,1,2010
0.5004,6,3,2010
0.5005,6,2,2010
0.5007,6,1,2010
0.5009,6,2,2010
0.501,6,2,2010
0.5012,6,1,2010
0.5015,6,3,2010
0.5017,6,1,2010
0.5022,6,2,2010
0.5026,6,2,2010
0.5027,6,2,2010
0.5029,6,1,2010
0.5032,6,4,2010
0.5034,6,1,2010
0.5036,6,1,2010
0.5037,6,1,2010
0.5039,6,2,2010
0.5041,6,1,2010
0.5042,6,2,2010
0.5044,6,1,2010
0.5046,6,1,2010
0.5047,6,3,2010
0.5051,6,2,2010
0.5052,6,1,2010
0.5054,6,4,2010
0.5056,6,1,2010
0.5059,6,1,2010
0.5061,6,3,2010
0.5062,6,2,2010
0.5064,6,1,2010
0.5066,6,1,2010
0.5067,6,1,2010
0.5069,6,2,2010
0.5071,6,2,2010
0.5072,6,3,2010
0.5076,6,2,2010
0.5077,6,3,2010
0.5079,6,1,2010
0.508,6,4,2010
0.5082,6,5,2010
0.5084,6,2,2010
0.5085,6,1,2010
0.5087,6,2,2010
0.5089,6,4,2010
0.509,6,4,2010
0.5091,6,1,2010
0.5092,6,2,2010
0.5093,6,2,2010
0.5094,6,2,2010
0.5095,6,1,2010
0.5096,6,4,2010
0.5097,6,3,2010
0.5098,6,2,2010
0.5099,6,2,2010
0.51,6,2,2010
0.5102,6,3,2010
0.5103,6,4,2010
0.5104,6,3,2010
0.5105,6,2,2010
0.5106,6,1,2010
0.5107,6,3,2010
0.5109,6,1,2010
0.511,6,3,2010
0.5111,6,2,2010
0.5112,6,4,2010
0.5113,6,1,2010
0.5114,6,2,2010
0.5115,6,2,2010
0.5116,6,1,2010
0.5117,6,4,2010
0.5118,6,2,2010
0.5119,6,2,2010
0.512,6,1,2010
0.5121,6,2,2010
0.5122,6,3,2010
0.5124,6,3,2010
0.5125,6,3,2010
0.5126,6,2,2010
0.5127,6,2,2010
0.5129,6,5,2010
0.513,6,2,2010
0.5131,6,2,2010
0.5132,6,4,2010
0.5133,6,1,2010
0.5134,6,4,2010
0.5135,6,1,2010
0.5136,6,2,2010
0.5137,6,3,2010
0.5138,6,2,2010
0.5139,6,4,2010
0.514,6,3,2010
0.5141,6,1,2010
0.5142,6,6,2010
0.5143,6,1,2010
0.5144,6,2,2010
0.5145,6,2,2010
0.5146,6,4,2010
0.5147,6,2,2010
0.5148,6,2,2010
0.5149,6,4,2010
0.515,6,1,2010
0.5151,6,2,2010
0.5152,6,3,2010
0.5153,6,2,2010
0.5154,6,4,2010
0.5155,6,3,2010
0.5156,6,2,2010
0.5157,6,1,2010
0.5158,6,2,2010
0.5159,6,5,2010
0.516,6,1,2010
0.5161,6,3,2010
0.5162,6,2,2010
0.5164,6,4,2010
0.5166,6,2,2010
0.5167,6,5,2010
0.5168,6,2,2010
0.5169,6,2,2010
0.5171,6,2,2010
0.5172,6,1,2010
0.5174,6,7,2010
0.5175,6,1,2010
0.5176,6,3,2010
0.5177,6,1,2010
0.5178,6,1,2010
0.5179,6,2,2010
0.5181,6,6,2010
0.5182,6,2,2010
0.5183,6,2,2010
0.5184,6,2,2010
0.5185,6,1,2010
0.5186,6,2,2010
0.5187,6,2,2010
0.5188,6,3,2010
0.5189,6,3,2010
0.519,6,2,2010
0.5191,6,3,2010
0.5192,6,2,2010
0.5193,6,1,2010
0.5194,6,3,2010
0.5195,6,2,2010
0.5196,6,5,2010
0.5197,6,2,2010
0.5199,6,5,2010
0.52,6,1,2010
0.5201,6,2,2010
0.5202,6,3,2010
0.5203,6,2,2010
0.5204,6,5,2010
0.5206,6,4,2010
0.5207,6,3,2010
0.5208,6,1,2010
0.5209,6,3,2010
0.521,6,2,2010
0.5211,6,3,2010
0.5212,6,3,2010
0.5213,6,2,2010
0.5214,6,2,2010
0.5215,6,1,2010
0.5216,6,5,2010
0.5217,6,1,2010
0.5218,6,2,2010
0.5219,6,3,2010
0.522,6,2,2010
0.5221,6,2,2010
0.5223,6,5,2010
0.5224,6,1,2010
0.5225,6,3,2010
0.5226,6,3,2010
0.5227,6,1,2010
0.5228,6,3,2010
0.5229,6,1,2010
0.523,6,2,2010
0.5231,6,4,2010
0.5232,6,1,2010
0.5233,6,2,2010
0.5235,6,1,2010
0.5236,6,3,2010
0.5237,6,2,2010
0.5238,6,5,2010
0.5239,6,1,2010
0.5241,6,2,2010
0.5242,6,1,2010
0.5243,6,3,2010
0.5244,6,2,2010
0.5245,6,2,2010
0.5246,6,4,2010
0.5247,6,1,2010
0.5248,6,3,2010
0.5249,6,1,2010
0.5251,6,5,2010
0.5252,6,1,2010
0.5253,6,5,2010
0.5254,6,2,2010
0.5256,6,4,2010
0.5258,6,4,2010
0.5259,6,3,2010
0.526,6,1,2010
0.5261,6,4,2010
0.5262,6,1,2010
0.5263,6,3,2010
0.5264,6,1,2010
0.5265,6,2,2010
0.5266,6,5,2010
0.5267,6,2,2010
0.5268,6,4,2010
0.5269,6,2,2010
0.527,6,1,2010
0.5271,6,3,2010
0.5272,6,1,2010
0.5273,6,3,2010
0.5274,6,2,2010
0.5275,6,4,2010
0.5276,6,1,2010
0.5277,6,1,2010
0.5278,6,3,2010
0.5279,6,2,2010
0.528,6,3,2010
0.5281,6,3,2010
0.5282,6,2,2010
0.5283,6,2,2010
0.5284,6,1,2010
0.5285,6,3,2010
0.5286,6,1,2010
0.5287,6,2,2010
0.5288,6,4,2010
0.5289,6,2,2010
0.529,6,3,2010
0.5291,6,1,2010
0.5293,6,3,2010
0.5294,6,2,2010
0.5295,6,4,2010
0.5296,6,1,2010
0.5297,6,3,2010
0.5298,6,3,2010
0.5299,6,1,2010
0.53,6,2,2010
0.5301,6,3,2010
0.5302,6,2,2010
0.5303,6,2,2010
0.5305,6,3,2010
0.5307,6,1,2010
0.5308,6,5,2010
0.5309,6,1,2010
0.531,6,4,2010
0.5312,6,2,2010
0.5313,6,2,2010
0.5314,6,1,2010
0.5315,6,4,2010
0.5316,6,2,2010
0.5317,6,4,2010
0.5318,6,2,2010
0.5319,6,1,2010
0.532,6,4,2010
0.5321,6,1,2010
0.5322,6,4,2010
0.5323,6,4,2010
0.5324,6,2,2010
0.5325,6,3,2010
0.5326,6,1,2010
0.5327,6,3,2010
0.5328,6,1,2010
0.5329,6,2,2010
0.533,6,4,2010
0.5331,6,3,2010
0.5332,6,3,2010
0.5333,6,2,2010
0.5334,6,1,2010
0.5335,6,2,2010
0.5336,6,2,2010
0.5337,6,4,2010
0.5338,6,2,2010
0.5339,6,1,2010
0.534,6,5,2010
0.5341,6,1,2010
0.5342,6,3,2010
0.5343,6,3,2010
0.5344,6,2,2010
0.5345,6,3,2010
0.5346,6,2,2010
0.5347,6,3,2010
0.5349,6,2,2010
0.535,6,3,2010
0.5351,6,3,2010
0.5352,6,3,2010
0.5353,6,2,2010
0.5354,6,1,2010
0.5355,6,2,2010
0.5356,6,1,2010
0.5357,6,4,2010
0.5358,6,1,2010
0.5359,6,3,2010
0.536,6,3,2010
0.5361,6,1,2010
0.5362,6,3,2010
0.5364,6,3,2010
0.5365,6,3,2010
0.5366,6,1,2010
0.5367,6,3,2010
0.537,6,4,2010
0.5372,6,4,2010
0.5373,6,2,2010
0.5374,6,1,2010
0.5375,6,2,2010
0.5376,6,1,2010
0.5378,6,2,2010
0.5379,6,1,2010
0.538,6,2,2010
0.5381,6,1,2010
0.5382,6,2,2010
0.5383,6,2,2010
0.5384,6,1,2010
0.5385,6,1,2010
0.5386,6,2,2010
0.5387,6,2,2010
0.5388,6,2,2010
0.5389,6,3,2010
0.539,6,1,2010
0.5391,6,3,2010
0.5392,6,1,2010
0.5393,6,1,2010
0.5394,6,4,2010
0.5395,6,1,2010
0.5396,6,2,2010
0.5397,6,3,2010
0.5398,6,1,2010
0.5399,6,2,2010
0.5401,6,3,2010
0.5402,6,3,2010
0.5403,6,1,2010
0.5404,6,6,2010
0.5406,6,1,2010
0.5407,6,3,2010
0.5409,6,2,2010
0.541,6,6,2010
0.5411,6,1,2010
0.5412,6,3,2010
0.5413,6,1,2010
0.5415,6,3,2010
0.5416,6,1,2010
0.5417,6,5,2010
0.5418,6,1,2010
0.5419,6,1,2010
0.542,6,3,2010
0.5421,6,2,2010
0.5423,6,3,2010
0.5424,6,2,2010
0.5425,6,5,2010
0.5426,6,1,2010
0.5427,6,2,2010
0.5428,6,2,2010
0.5429,6,1,2010
0.543,6,1,2010
0.5431,6,2,2010
0.5432,6,3,2010
0.5433,6,4,2010
0.5434,6,1,2010
0.5435,6,1,2010
0.5436,6,3,2010
0.5438,6,1,2010
0.5439,6,3,2010
0.544,6,2,2010
0.5441,6,2,2010
0.5442,6,1,2010
0.5443,6,1,2010
0.5444,6,2,2010
0.5446,6,2,2010
0.5447,6,3,2010
0.5448,6,2,2010
0.5449,6,2,2010
0.545,6,2,2010
0.5452,6,2,2010
0.5453,6,1,2010
0.5454,6,1,2010
0.5455,6,4,2010
0.5456,6,1,2010
0.5457,6,2,2010
0.5458,6,2,2010
0.546,6,2,2010
0.5461,6,1,2010
0.5462,6,2,2010
0.5463,6,2,2010
0.5464,6,2,2010
0.5465,6,4,2010
0.5466,6,1,2010
0.5467,6,1,2010
0.5468,6,3,2010
0.5469,6,1,2010
0.547,6,4,2010
0.5471,6,1,2010
0.5472,6,2,2010
0.5473,6,3,2010
0.5474,6,1,2010
0.5476,6,2,2010
0.5477,6,3,2010
0.5478,6,3,2010
0.5479,6,1,2010
0.548,6,1,2010
0.5481,6,3,2010
0.5483,6,2,2010
0.5484,6,2,2010
0.5485,6,2,2010
0.5486,6,3,2010
0.5487,6,1,2010
0.5488,6,1,2010
0.5489,6,3,2010
0.549,6,1,2010
0.5491,6,3,2010
0.5492,6,2,2010
0.5493,6,3,2010
0.5494,6,3,2010
0.5495,6,1,2010
0.5497,6,3,2010
0.5498,6,1,2010
0.54990000000000006,6,2,2010
0.55,6,3,2010
0.5501,6,1,2010
0.5502,6,3,2010
0.5503,6,1,2010
0.5504,6,1,2010
0.5505,6,2,2010
0.5506,6,2,2010
0.5507,6,4,2010
0.5508,6,1,2010
0.5509,6,1,2010
0.551,6,2,2010
0.5511,6,2,2010
0.5513,6,2,2010
0.5514,6,1,2010
0.5515,6,4,2010
0.5516,6,3,2010
0.5517,6,2,2010
0.5518,6,2,2010
0.5519,6,1,2010
0.552,6,1,2010
0.5521,6,2,2010
0.5522,6,1,2010
0.5523,6,2,2010
0.5524,6,2,2010
0.5525,6,1,2010
0.5526,6,4,2010
0.5527,6,1,2010
0.5528,6,1,2010
0.5529,6,2,2010
0.553,6,1,2010
0.5531,6,3,2010
0.5532,6,1,2010
0.5533,6,1,2010
0.5534,6,3,2010
0.5536,6,2,2010
0.5537,6,3,2010
0.5538,6,2,2010
0.5539,6,3,2010
0.554,6,1,2010
0.5542,6,3,2010
0.5544,6,3,2010
0.5545,6,1,2010
0.5546,6,2,2010
0.5547,6,3,2010
0.5548,6,1,2010
0.5549,6,1,2010
0.555,6,2,2010
0.5551,6,1,2010
0.5552,6,5,2010
0.5553,6,2,2010
0.5555,6,3,2010
0.5556,6,1,2010
0.5557,6,2,2010
0.5558,6,2,2010
0.556,6,6,2010
0.5561,6,1,2010
0.5562,6,1,2010
0.5563,6,3,2010
0.5565,6,3,2010
0.5566,6,1,2010
0.5567,6,1,2010
0.5568,6,4,2010
0.5569,6,1,2010
0.557,6,1,2010
0.5571,6,3,2010
0.5572,6,2,2010
0.5573,6,1,2010
0.5574,6,2,2010
0.5575,6,3,2010
0.5576,6,3,2010
0.5577,6,1,2010
0.5578,6,1,2010
0.5579,6,3,2010
0.558,6,2,2010
0.5581,6,1,2010
0.5582,6,2,2010
0.5583,6,3,2010
0.5584,6,2,2010
0.5585,6,2,2010
0.5586,6,2,2010
0.5587,6,1,2010
0.5589,6,2,2010
0.559,6,3,2010
0.5591,6,2,2010
0.5592,6,3,2010
0.5593,6,1,2010
0.5594,6,2,2010
0.5595,6,1,2010
0.5597,6,2,2010
0.5598,6,3,2010
0.5599,6,1,2010
0.56,6,4,2010
0.5602,6,3,2010
0.5603,6,1,2010
0.5605,6,4,2010
0.5606,6,1,2010
0.5607,6,2,2010
0.5608,6,3,2010
0.5609,6,1,2010
0.561,6,3,2010
0.5612,6,1,2010
0.5613,6,3,2010
0.5614,6,1,2010
0.5615,6,1,2010
0.5616,6,3,2010
0.5617,6,1,2010
0.5618,6,2,2010
0.562,6,3,2010
0.5621,6,3,2010
0.5622,6,1,2010
0.5623,6,2,2010
0.5624,6,2,2010
0.5625,6,1,2010
0.5626,6,4,2010
0.5628,6,3,2010
0.5629,6,3,2010
0.563,6,1,2010
0.5631,6,3,2010
0.5633,6,1,2010
0.5634,6,3,2010
0.5635,6,2,2010
0.5636,6,2,2010
0.5637,6,3,2010
0.5638,6,2,2010
0.5639,6,2,2010
0.564,6,2,2010
0.5642,6,2,2010
0.5643,6,4,2010
0.5644,6,1,2010
0.5645,6,2,2010
0.5646,6,1,2010
0.5647,6,2,2010
0.5648,6,2,2010
0.5649,6,1,2010
0.565,6,2,2010
0.5651,6,3,2010
0.5652,6,2,2010
0.5653,6,3,2010
0.5654,6,1,2010
0.5655,6,1,2010
0.5656,6,2,2010
0.5657,6,1,2010
0.5658,6,3,2010
0.5659,6,2,2010
0.566,6,2,2010
0.5661,6,2,2010
0.5662,6,1,2010
0.5663,6,2,2010
0.5664,6,1,2010
0.5665,6,2,2010
0.5666,6,4,2010
0.5667,6,2,2010
0.5668,6,2,2010
0.5669,6,1,2010
0.567,6,1,2010
0.5671,6,2,2010
0.5673,6,3,2010
0.5674,6,3,2010
0.5675,6,1,2010
0.5676,6,2,2010
0.5677,6,3,2010
0.5679,6,2,2010
0.568,6,2,2010
0.5681,6,2,2010
0.5682,6,2,2010
0.5683,6,1,2010
0.5684,6,3,2010
0.5685,6,1,2010
0.5687,6,2,2010
0.5688,6,3,2010
0.5689,6,1,2010
0.569,6,3,2010
0.5691,6,3,2010
0.5692,6,2,2010
0.5693,6,1,2010
0.5694,6,1,2010
0.5695,6,4,2010
0.5696,6,2,2010
0.5697,6,2,2010
0.5698,6,3,2010
0.5699,6,1,2010
0.57,6,3,2010
0.5701,6,1,2010
0.5702,6,1,2010
0.5703,6,6,2010
0.5704,6,2,2010
0.5705,6,2,2010
0.5706,6,1,2010
0.5707,6,2,2010
0.5708,6,4,2010
0.5709,6,1,2010
0.571,6,2,2010
0.5711,6,3,2010
0.5712,6,2,2010
0.5713,6,2,2010
0.5714,6,2,2010
0.5716,6,2,2010
0.5717,6,2,2010
0.5718,6,2,2010
0.5719,6,3,2010
0.572,6,1,2010
0.5721,6,2,2010
0.5722,6,2,2010
0.5724,6,2,2010
0.5725,6,3,2010
0.5726,6,3,2010
0.5727,6,4,2010
0.5729,6,2,2010
0.573,6,2,2010
0.5732,6,2,2010
0.5733,6,2,2010
0.5734,6,3,2010
0.5735,6,2,2010
0.5736,6,1,2010
0.5737,6,2,2010
0.5738,6,1,2010
0.574,6,4,2010
0.5741,6,1,2010
0.5742,6,2,2010
0.5743,6,2,2010
0.5744,6,1,2010
0.5745,6,3,2010
0.5748,6,5,2010
0.5749,6,1,2010
0.575,6,3,2010
0.5751,6,1,2010
0.5752,6,1,2010
0.5753,6,3,2010
0.5754,6,1,2010
0.5755,6,2,2010
0.5756,6,4,2010
0.5757,6,1,2010
0.5758,6,3,2010
0.5759,6,2,2010
0.576,6,1,2010
0.5761,6,3,2010
0.5762,6,1,2010
0.5763,6,1,2010
0.5764,6,4,2010
0.5765,6,2,2010
0.5766,6,3,2010
0.5767,6,1,2010
0.5768,6,2,2010
0.5769,6,2,2010
0.577,6,2,2010
0.5771,6,4,2010
0.5772,6,2,2010
0.5773,6,2,2010
0.5774,6,1,2010
0.5775,6,2,2010
0.5776,6,1,2010
0.5777,6,1,2010
0.5778,6,3,2010
0.5779,6,3,2010
0.578,6,2,2010
0.5781,6,1,2010
0.5782,6,2,2010
0.5783,6,1,2010
0.5784,6,1,2010
0.5785,6,2,2010
0.5786,6,2,2010
0.5787,6,3,2010
0.5788,6,2,2010
0.5789,6,1,2010
0.579,6,2,2010
0.5791,6,1,2010
0.5792,6,3,2010
0.5793,6,3,2010
0.5794,6,3,2010
0.5795,6,2,2010
0.5796,6,3,2010
0.5798,6,3,2010
0.58,6,2,2010
0.5801,6,3,2010
0.5802,6,1,2010
0.5803,6,2,2010
0.5804,6,2,2010
0.5805,6,2,2010
0.5806,6,2,2010
0.5808,6,2,2010
0.5809,6,3,2010
0.5811,6,3,2010
0.5812,6,1,2010
0.5813,6,1,2010
0.5814,6,2,2010
0.5816,6,4,2010
0.5817,6,2,2010
0.5818,6,1,2010
0.5819,6,3,2010
0.5821,6,1,2010
0.5822,6,2,2010
0.5823,6,1,2010
0.5824,6,3,2010
0.5825,6,2,2010
0.5826,6,1,2010
0.5827,6,3,2010
0.5829,6,3,2010
0.583,6,2,2010
0.5831,6,3,2010
0.5832,6,4,2010
0.5834,6,2,2010
0.5835,6,3,2010
0.5836,6,3,2010
0.5838,6,4,2010
0.5839,6,3,2010
0.584,6,2,2010
0.5841,6,2,2010
0.5843,6,2,2010
0.5844,6,2,2010
0.5845,6,1,2010
0.5846,6,2,2010
0.5847,6,4,2010
0.5848,6,2,2010
0.5849,6,2,2010
0.585,6,1,2010
0.5851,6,1,2010
0.5852,6,2,2010
0.5853,6,2,2010
0.5854,6,3,2010
0.5855,6,3,2010
0.5856,6,1,2010
0.5857,6,3,2010
0.5858,6,3,2010
0.5859,6,2,2010
0.5861,6,3,2010
0.5862,6,3,2010
0.5863,6,1,2010
0.5864,6,2,2010
0.5865,6,2,2010
0.5866,6,2,2010
0.5867,6,2,2010
0.5869,6,3,2010
0.587,6,3,2010
0.5871,6,1,2010
0.5872,6,3,2010
0.5873,6,1,2010
0.5874,6,1,2010
0.5875,6,1,2010
0.5876,6,3,2010
0.5877,6,3,2010
0.5878,6,1,2010
0.588,6,3,2010
0.5881,6,1,2010
0.5882,6,1,2010
0.5883,6,3,2010
0.5884,6,2,2010
0.5885,6,3,2010
0.5886,6,1,2010
0.5887,6,1,2010
0.5888,6,2,2010
0.5889,6,1,2010
0.589,6,2,2010
0.5891,6,2,2010
0.5892,6,4,2010
0.5893,6,3,2010
0.5894,6,1,2010
0.5895,6,2,2010
0.5896,6,2,2010
0.5897,6,2,2010
0.5898,6,3,2010
0.5899,6,2,2010
0.59,6,2,2010
0.5901,6,3,2010
0.5902,6,2,2010
0.5903,6,1,2010
0.5904,6,3,2010
0.5905,6,1,2010
0.5906,6,3,2010
0.5907,6,3,2010
0.5908,6,1,2010
0.5909,6,2,2010
0.591,6,2,2010
0.5911,6,1,2010
0.5912,6,1,2010
0.5913,6,3,2010
0.5914,6,3,2010
0.5915,6,2,2010
0.5916,6,1,2010
0.5917,6,3,2010
0.5918,6,2,2010
0.5919,6,1,2010
0.592,6,2,2010
0.5921,6,2,2010
0.5922,6,2,2010
0.5923,6,3,2010
0.5924,6,1,2010
0.5925,6,2,2010
0.5926,6,1,2010
0.5927,6,2,2010
0.5928,6,1,2010
0.5929,6,2,2010
0.593,6,4,2010
0.5931,6,2,2010
0.5932,6,3,2010
0.5933,6,1,2010
0.5934,6,2,2010
0.5935,6,2,2010
0.5936,6,2,2010
0.5937,6,3,2010
0.5938,6,2,2010
0.5939,6,2,2010
0.594,6,2,2010
0.5941,6,2,2010
0.5943,6,1,2010
0.5944,6,3,2010
0.5945,6,2,2010
0.5946,6,3,2010
0.5948,6,1,2010
0.5949,6,3,2010
0.5951,6,5,2010
0.5952,6,3,2010
0.5953,6,2,2010
0.5954,6,3,2010
0.5955,6,1,2010
0.5956,6,2,2010
0.5957,6,2,2010
0.5958,6,2,2010
0.5959,6,4,2010
0.596,6,2,2010
0.5961,6,1,2010
0.5962,6,3,2010
0.5963,6,2,2010
0.5964,6,2,2010
0.5965,6,1,2010
0.5966,6,5,2010
0.5967,6,4,2010
0.5968,6,2,2010
0.5969,6,1,2010
0.597,6,3,2010
0.5971,6,2,2010
0.5972,6,2,2010
0.5974,6,3,2010
0.5975,6,4,2010
0.5976,6,2,2010
0.5977,6,3,2010
0.5978,6,1,2010
0.5979,6,1,2010
0.598,6,3,2010
0.5981,6,3,2010
0.5982,6,3,2010
0.5983,6,3,2010
0.5984,6,3,2010
0.5985,6,2,2010
0.5986,6,2,2010
0.5987,6,4,2010
0.5988,6,4,2010
0.5989,6,6,2010
0.599,6,6,2010
0.5991,6,2,2010
0.5992,6,1,2010
0.5993,6,8,2010
0.5994,6,2,2010
0.5995,6,4,2010
0.5996,6,2,2010
0.5997,6,4,2010
0.5998,6,4,2010
0.5999,6,5,2010
0.6,6,1,2010
0.6001,6,1,2010
0.6002,6,4,2010
0.6003,6,2,2010
0.6004,6,3,2010
0.6005,6,3,2010
0.6006,6,3,2010
0.6007,6,2,2010
0.6008,6,3,2010
0.6009,6,1,2010
0.601,6,4,2010
0.6011,6,3,2010
0.6012,6,1,2010
0.6013,6,2,2010
0.6014,6,2,2010
0.6015,6,4,2010
0.6016,6,3,2010
0.6017,6,2,2010
0.6018,6,2,2010
0.6019,6,3,2010
0.602,6,3,2010
0.6021,6,5,2010
0.6022,6,5,2010
0.6023,6,2,2010
0.6024,6,2,2010
0.6025,6,1,2010
0.6026,6,4,2010
0.6027,6,4,2010
0.6028,6,4,2010
0.6029,6,2,2010
0.603,6,3,2010
0.6031,6,2,2010
0.6032,6,3,2010
0.6033,6,5,2010
0.6034,6,3,2010
0.6035,6,3,2010
0.6036,6,4,2010
0.6037,6,3,2010
0.6038,6,3,2010
0.6039,6,5,2010
0.604,6,2,2010
0.6041,6,4,2010
0.6042,6,2,2010
0.6043,6,4,2010
0.6044,6,1,2010
0.6045,6,1,2010
0.6046,6,4,2010
0.6047,6,2,2010
0.6048,6,3,2010
0.6049,6,1,2010
0.605,6,3,2010
0.6051,6,1,2010
0.6052,6,5,2010
0.6053,6,5,2010
0.6054,6,3,2010
0.6055,6,2,2010
0.6056,6,3,2010
0.6057,6,4,2010
0.6058,6,2,2010
0.6059,6,3,2010
0.606,6,1,2010
0.6061,6,3,2010
0.6062,6,2,2010
0.6063,6,2,2010
0.6064,6,2,2010
0.6065,6,3,2010
0.6066,6,2,2010
0.6067,6,2,2010
0.6068,6,4,2010
0.6069,6,2,2010
0.607,6,1,2010
0.6071,6,2,2010
0.6072,6,4,2010
0.6073,6,1,2010
0.6074,6,2,2010
0.6075,6,3,2010
0.6076,6,3,2010
0.6077,6,3,2010
0.6078,6,4,2010
0.6079,6,3,2010
0.608,6,4,2010
0.6081,6,2,2010
0.6083,6,6,2010
0.6084,6,1,2010
0.6085,6,4,2010
0.6086,6,1,2010
0.6087,6,3,2010
0.6088,6,2,2010
0.6089,6,4,2010
0.609,6,2,2010
0.6091,6,4,2010
0.6092,6,2,2010
0.6093,6,3,2010
0.6094,6,1,2010
0.6095,6,1,2010
0.6096,6,4,2010
0.6097,6,1,2010
0.6098,6,4,2010
0.6099,6,1,2010
0.61,6,5,2010
0.6101,6,3,2010
0.6102,6,6,2010
0.6103,6,2,2010
0.6104,6,2,2010
0.6105,6,2,2010
0.6106,6,3,2010
0.6107,6,5,2010
0.6108,6,1,2010
0.6109,6,3,2010
0.611,6,2,2010
0.6111,6,3,2010
0.6112,6,2,2010
0.6113,6,4,2010
0.6114,6,3,2010
0.6115,6,2,2010
0.6116,6,2,2010
0.6117,6,1,2010
0.6118,6,4,2010
0.6119,6,1,2010
0.612,6,3,2010
0.6121,6,2,2010
0.6122,6,5,2010
0.6123,6,1,2010
0.61240000000000006,6,3,2010
0.6125,6,1,2010
0.6126,6,2,2010
0.6127,6,1,2010
0.6128,6,1,2010
0.6129,6,5,2010
0.613,6,2,2010
0.6131,6,3,2010
0.6132,6,1,2010
0.6133,6,5,2010
0.6134,6,5,2010
0.6135,6,3,2010
0.6136,6,1,2010
0.6137,6,2,2010
0.6138,6,2,2010
0.6139,6,3,2010
0.614,6,2,2010
0.6141,6,1,2010
0.6142,6,4,2010
0.6143,6,2,2010
0.6144,6,3,2010
0.6145,6,4,2010
0.6146,6,5,2010
0.6147,6,2,2010
0.6148,6,2,2010
0.6149,6,2,2010
0.615,6,1,2010
0.6151,6,1,2010
0.6152,6,4,2010
0.6153,6,2,2010
0.6154,6,1,2010
0.6155,6,5,2010
0.6156,6,1,2010
0.6157,6,4,2010
0.6158,6,3,2010
0.6159,6,4,2010
0.616,6,2,2010
0.6161,6,3,2010
0.6162,6,4,2010
0.6163,6,2,2010
0.6164,6,3,2010
0.6165,6,1,2010
0.6166,6,5,2010
0.6167,6,2,2010
0.6168,6,5,2010
0.6169,6,1,2010
0.617,6,3,2010
0.6171,6,1,2010
0.6172,6,3,2010
0.6173,6,2,2010
0.6174,6,1,2010
0.6175,6,4,2010
0.6176,6,1,2010
