am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score,status_gl,status_pr,status_gl_score,status_pr_score,iucn_score,cat_ts,cat_ts_score,yr_ts
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1984
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1984
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1984
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1984
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1984
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1984
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1984
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1985
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1985
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1985
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1985
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1985
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1985
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1985
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1986
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1986
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1986
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1986
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1986
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1986
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1986
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1987
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1987
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1987
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1987
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1987
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1987
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1987
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1988
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1988
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1988
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1988
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1988
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1988
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1988
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1989
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1989
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1989
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1989
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1989
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1989
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1989
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1990
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1990
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1990
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1990
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1990
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1990
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1990
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1991
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1991
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1991
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1991
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1991
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1991
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1991
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1992
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1992
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1992
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1992
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1992
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1992
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1992
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1993
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1993
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1993
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1993
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1993
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1993
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1993
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1994
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1994
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1994
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1994
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1994
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1994
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1994
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1995
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1995
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1995
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1995
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1995
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1995
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1995
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1996
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1996
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1996
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1996
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1996
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1996
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1996
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1997
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1997
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1997
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1997
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1997
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1997
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1997
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1998
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1998
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1998
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1998
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1998
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1998
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1998
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,1999
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1999
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,1999
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,1999
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1999
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,1999
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,1999
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,2000
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,2000
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,2000
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,2000
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,2000
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,2000
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,2000
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,2001
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,2001
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,2001
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,2001
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,2001
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,2001
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,2001
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,2002
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,2002
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,2002
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,2002
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,2002
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,2002
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,2002
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,NT,0.6,2003
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,2003
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,NT,0.8,2003
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,NT,0.8,2003
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,2003
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,NT,0.8,2003
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,NT,0.6,2003
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,LC,0.6,2004
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2004
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,LC,0.8,2004
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2004
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2004
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,LC,0.8,2004
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2004
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,LC,0.6,2005
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2005
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,LC,0.8,2005
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2005
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2005
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,LC,0.8,2005
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2005
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,LC,0.6,2006
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2006
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,LC,0.8,2006
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2006
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2006
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,LC,0.8,2006
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2006
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,LC,0.6,2007
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2007
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,LC,0.8,2007
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2007
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2007
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,LC,0.8,2007
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2007
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,LC,0.6,2008
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2008
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,LC,0.8,2008
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2008
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2008
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,LC,0.8,2008
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2008
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,LC,0.6,2009
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2009
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,LC,0.8,2009
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2009
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2009
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0,LC,0.8,2009
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0,LC,0.6,2009
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0,LC,0.6,2010
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0,LC,0.8,2010
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0,LC,0.8,2010
