loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source,year
50494,0.0744773519163763,-0.102564102564103,164,39,aquamaps,1994
50495,0.0727024567788899,-0.0810810810810811,157,37,aquamaps,1994
50496,0.0854145854145854,-0.105263157894737,143,38,aquamaps,1994
50497,0.0805194805194805,-0.105263157894737,143,38,aquamaps,1994
50498,0.0822448979591837,-0.105263157894737,140,38,aquamaps,1994
50499,0.0868303571428571,-0.111111111111111,128,36,aquamaps,1994
50500,0.0829424307036247,-0.105263157894737,134,38,aquamaps,1994
51209,0.0206896551724138,-0.125,116,16,aquamaps,1994
51210,0.0206896551724138,-0.125,116,16,aquamaps,1994
51211,0.0227642276422764,-0.117647058823529,123,17,aquamaps,1994
51212,0.023448275862069,-0.105263157894737,145,19,aquamaps,1994
51213,0.0375722543352601,-0.103448275862069,173,29,aquamaps,1994
51214,0.0703231292517007,-0.102564102564103,168,39,aquamaps,1994
51215,0.0735800344234079,-0.102564102564103,166,39,aquamaps,1994
51216,0.0830903790087464,-0.105263157894737,147,38,aquamaps,1994
51217,0.0848214285714286,-0.105263157894737,144,38,aquamaps,1994
51218,0.0854145854145854,-0.105263157894737,143,38,aquamaps,1994
51219,0.0872448979591837,-0.105263157894737,140,38,aquamaps,1994
51220,0.093956043956044,-0.111111111111111,130,36,aquamaps,1994
51223,0.128571428571429,-0.136363636363636,35,11,aquamaps,1994
51924,0.0201680672268908,-0.125,119,16,aquamaps,1994
51925,0.0206896551724138,-0.125,116,16,aquamaps,1994
51926,0.019672131147541,-0.117647058823529,122,17,aquamaps,1994
51927,0.022972972972973,-0.105263157894737,148,19,aquamaps,1994
51928,0.0223684210526316,-0.1,152,20,aquamaps,1994
51929,0.0225165562913907,-0.1,151,20,aquamaps,1994
51930,0.0225806451612903,-0.111111111111111,124,18,aquamaps,1994
51931,0.0235294117647059,-0.138888888888889,119,18,aquamaps,1994
51932,0.0251968503937008,-0.131578947368421,127,19,aquamaps,1994
51933,0.0263473053892216,-0.111111111111111,167,27,aquamaps,1994
51934,0.0551414768806073,-0.107142857142857,207,42,aquamaps,1994
51935,0.0824463118580766,-0.121621621621622,153,37,aquamaps,1994
51936,0.101599147121535,-0.118421052631579,134,38,aquamaps,1994
51937,0.0911513859275053,-0.108108108108108,134,37,aquamaps,1994
51938,0.100944510035419,-0.111111111111111,121,36,aquamaps,1994
51939,0.0885093167701863,-0.108108108108108,138,37,aquamaps,1994
51940,0.0788018433179724,-0.102564102564103,155,39,aquamaps,1994
51941,0.103236607142857,-0.111111111111111,128,36,aquamaps,1994
51942,0.0755912961210974,-0.0810810810810811,151,37,aquamaps,1994
51943,0.0813824884792627,-0.1125,155,40,aquamaps,1994
52643,0.0205128205128205,-0.125,117,16,aquamaps,1994
52644,0.0205128205128205,-0.125,117,16,aquamaps,1994
52645,0.0208695652173913,-0.125,115,16,aquamaps,1994
52646,0.0210526315789474,-0.125,114,16,aquamaps,1994
52647,0.0203389830508475,-0.117647058823529,118,17,aquamaps,1994
52648,0.0232876712328767,-0.105263157894737,146,19,aquamaps,1994
52649,0.0324175824175824,-0.1,182,30,aquamaps,1994
52650,0.0232876712328767,-0.105263157894737,146,19,aquamaps,1994
52651,0.0279411764705882,-0.131578947368421,136,19,aquamaps,1994
52652,0.0267605633802817,-0.131578947368421,142,19,aquamaps,1994
52653,0.0244274809160305,-0.131578947368421,131,19,aquamaps,1994
52654,0.0329608938547486,-0.1,179,30,aquamaps,1994
52655,0.0551414768806073,-0.107142857142857,207,42,aquamaps,1994
52656,0.0703896103896104,-0.1125,165,40,aquamaps,1994
52657,0.0747739602169982,-0.1,158,40,aquamaps,1994
52658,0.0908791208791209,-0.111111111111111,130,36,aquamaps,1994
52659,0.076221198156682,-0.102564102564103,155,39,aquamaps,1994
52660,0.0782967032967033,-0.102564102564103,156,39,aquamaps,1994
52661,0.0756073858114674,-0.102564102564103,147,39,aquamaps,1994
52662,0.0803571428571429,-0.102564102564103,152,39,aquamaps,1994
52663,0.137181996086106,-0.12,73,25,aquamaps,1994
52664,0.146551724137931,-0.142857142857143,58,21,aquamaps,1994
53363,0.0205128205128205,-0.125,117,16,aquamaps,1994
53364,0.0203389830508475,-0.125,118,16,aquamaps,1994
53365,0.0195121951219512,-0.117647058823529,123,17,aquamaps,1994
53366,0.019672131147541,-0.117647058823529,122,17,aquamaps,1994
53367,0.0201680672268908,-0.117647058823529,119,17,aquamaps,1994
53368,0.0203389830508475,-0.117647058823529,118,17,aquamaps,1994
53369,0.0233333333333333,-0.138888888888889,120,18,aquamaps,1994
53370,0.0229508196721311,-0.138888888888889,122,18,aquamaps,1994
53371,0.0231404958677686,-0.138888888888889,121,18,aquamaps,1994
53372,0.0231404958677686,-0.138888888888889,121,18,aquamaps,1994
53373,0.025,-0.131578947368421,128,19,aquamaps,1994
53374,0.0253968253968254,-0.131578947368421,126,19,aquamaps,1994
53375,0.0283783783783784,-0.125,148,20,aquamaps,1994
53376,0.0521200260926288,-0.0975609756097561,219,41,aquamaps,1994
53377,0.065668202764977,-0.107142857142857,186,42,aquamaps,1994
53378,0.0763392857142857,-0.1125,160,40,aquamaps,1994
53379,0.0872448979591837,-0.118421052631579,140,38,aquamaps,1994
53380,0.0623280423280423,-0.125,135,36,aquamaps,1994
53381,0.0764502164502164,-0.109756097560976,165,41,aquamaps,1994
53382,0.0829887218045113,-0.1125,152,40,aquamaps,1994
53383,0.103138528138528,-0.121621621621622,132,37,aquamaps,1994
53384,0.0932485322896282,-0.118421052631579,146,38,aquamaps,1994
53386,0.143859649122807,-0.142857142857143,57,21,aquamaps,1994
54084,0.0206896551724138,-0.125,116,16,aquamaps,1994
54085,0.0201680672268908,-0.117647058823529,119,17,aquamaps,1994
54086,0.02,-0.117647058823529,120,17,aquamaps,1994
54087,0.0205128205128205,-0.117647058823529,117,17,aquamaps,1994
54088,0.02,-0.117647058823529,120,17,aquamaps,1994
54089,0.023728813559322,-0.138888888888889,118,18,aquamaps,1994
54090,0.0235294117647059,-0.138888888888889,119,18,aquamaps,1994
54091,0.0233333333333333,-0.138888888888889,120,18,aquamaps,1994
54092,0.025,-0.119047619047619,152,21,aquamaps,1994
54093,0.0258503401360544,-0.125,147,20,aquamaps,1994
54094,0.025,-0.131578947368421,128,19,aquamaps,1994
54095,0.026890756302521,-0.138888888888889,119,18,aquamaps,1994
54096,0.0270676691729323,-0.131578947368421,133,19,aquamaps,1994
54097,0.0530332681017613,-0.0952380952380952,219,42,aquamaps,1994
54098,0.0610714285714286,-0.104651162790698,200,43,aquamaps,1994
54099,0.0758651286601597,-0.1125,161,40,aquamaps,1994
54100,0.0543478260869565,-0.136363636363636,138,33,aquamaps,1994
54101,0.0642311886586696,-0.125,131,36,aquamaps,1994
54102,0.0829887218045113,-0.1125,152,40,aquamaps,1994
54103,0.0803457688808007,-0.1125,157,40,aquamaps,1994
54104,0.0852316602316602,-0.118421052631579,148,38,aquamaps,1994
54105,0.0934285714285714,-0.118421052631579,150,38,aquamaps,1994
54106,0.150847457627119,-0.142857142857143,59,21,aquamaps,1994
54805,0.02,-0.117647058823529,120,17,aquamaps,1994
54806,0.02,-0.117647058823529,120,17,aquamaps,1994
54807,0.0235294117647059,-0.138888888888889,119,18,aquamaps,1994
54808,0.0231404958677686,-0.138888888888889,121,18,aquamaps,1994
54809,0.0229508196721311,-0.138888888888889,122,18,aquamaps,1994
54810,0.0231404958677686,-0.138888888888889,121,18,aquamaps,1994
54811,0.0256,-0.138888888888889,125,18,aquamaps,1994
54812,0.0253968253968254,-0.138888888888889,126,18,aquamaps,1994
54813,0.0276923076923077,-0.131578947368421,130,19,aquamaps,1994
54814,0.0253968253968254,-0.138888888888889,126,18,aquamaps,1994
54815,0.0258064516129032,-0.138888888888889,124,18,aquamaps,1994
54816,0.028125,-0.131578947368421,128,19,aquamaps,1994
54817,0.0270676691729323,-0.131578947368421,133,19,aquamaps,1994
54818,0.0482467532467532,-0.1,220,40,aquamaps,1994
54819,0.0535220539828835,-0.107142857142857,217,42,aquamaps,1994
54820,0.0443820224719101,-0.125,178,36,aquamaps,1994
54821,0.0599611273080661,-0.125,147,36,aquamaps,1994
54822,0.0735665694849368,-0.0972222222222222,147,36,aquamaps,1994
54823,0.082370820668693,-0.125,141,36,aquamaps,1994
54824,0.0830903790087464,-0.121621621621622,147,37,aquamaps,1994
54825,0.0768194070080863,-0.115384615384615,159,39,aquamaps,1994
54826,0.13352380952381,-0.134615384615385,75,26,aquamaps,1994
55526,0.0201680672268908,-0.117647058823529,119,17,aquamaps,1994
55527,0.0231404958677686,-0.138888888888889,121,18,aquamaps,1994
55528,0.0229508196721311,-0.138888888888889,122,18,aquamaps,1994
55529,0.0231404958677686,-0.138888888888889,121,18,aquamaps,1994
55530,0.0224,-0.138888888888889,125,18,aquamaps,1994
55531,0.0251968503937008,-0.138888888888889,127,18,aquamaps,1994
55532,0.0251968503937008,-0.138888888888889,127,18,aquamaps,1994
55533,0.0258064516129032,-0.138888888888889,124,18,aquamaps,1994
55534,0.0253968253968254,-0.138888888888889,126,18,aquamaps,1994
55535,0.027906976744186,-0.131578947368421,129,19,aquamaps,1994
55536,0.0274809160305344,-0.131578947368421,131,19,aquamaps,1994
55537,0.028125,-0.131578947368421,128,19,aquamaps,1994
55538,0.027906976744186,-0.131578947368421,129,19,aquamaps,1994
55539,0.0272727272727273,-0.131578947368421,132,19,aquamaps,1994
55540,0.0298136645962733,-0.111111111111111,161,27,aquamaps,1994
55541,0.0461988304093567,-0.132352941176471,171,34,aquamaps,1994
55542,0.0624338624338624,-0.115384615384615,162,39,aquamaps,1994
55543,0.0712273641851107,-0.118421052631579,142,38,aquamaps,1994
55544,0.0854145854145854,-0.118421052631579,143,38,aquamaps,1994
55545,0.0834368530020704,-0.121621621621622,138,37,aquamaps,1994
55546,0.0944250871080139,-0.121212121212121,123,33,aquamaps,1994
55547,0.141666666666667,-0.142857142857143,60,21,aquamaps,1994
55549,0.11025641025641,-0.136363636363636,39,11,aquamaps,1994
56247,0.0222222222222222,-0.138888888888889,126,18,aquamaps,1994
56248,0.0220472440944882,-0.138888888888889,127,18,aquamaps,1994
56249,0.0262295081967213,-0.138888888888889,122,18,aquamaps,1994
56250,0.0253968253968254,-0.138888888888889,126,18,aquamaps,1994
56251,0.026865671641791,-0.131578947368421,134,19,aquamaps,1994
56252,0.0251968503937008,-0.138888888888889,127,18,aquamaps,1994
56253,0.0251968503937008,-0.138888888888889,127,18,aquamaps,1994
56254,0.0251968503937008,-0.138888888888889,127,18,aquamaps,1994
56255,0.025,-0.138888888888889,128,18,aquamaps,1994
56256,0.025,-0.138888888888889,128,18,aquamaps,1994
56257,0.0256,-0.138888888888889,125,18,aquamaps,1994
56258,0.0283783783783784,-0.131578947368421,148,19,aquamaps,1994
56259,0.028,-0.119047619047619,150,21,aquamaps,1994
56260,0.0295774647887324,-0.131578947368421,142,19,aquamaps,1994
56261,0.036,-0.0967741935483871,175,31,aquamaps,1994
56262,0.0551414768806073,-0.109756097560976,207,41,aquamaps,1994
56263,0.0607675906183369,-0.102272727272727,201,44,aquamaps,1994
56264,0.072875226039783,-0.107142857142857,158,42,aquamaps,1994
56265,0.0735800344234079,-0.104651162790698,166,43,aquamaps,1994
56266,0.0738095238095238,-0.107142857142857,156,42,aquamaps,1994
56267,0.0774285714285714,-0.115384615384615,150,39,aquamaps,1994
56268,0.0759896729776248,-0.107142857142857,166,42,aquamaps,1994
56269,0.120634920634921,-0.145833333333333,63,24,aquamaps,1994
56270,0.13,-0.136363636363636,60,22,aquamaps,1994
56271,0.127586206896552,-0.136363636363636,58,22,aquamaps,1994
56968,0.0231404958677686,-0.138888888888889,121,18,aquamaps,1994
56969,0.025,-0.138888888888889,128,18,aquamaps,1994
56970,0.0253968253968254,-0.138888888888889,126,18,aquamaps,1994
56971,0.0258064516129032,-0.138888888888889,124,18,aquamaps,1994
56972,0.0248062015503876,-0.138888888888889,129,18,aquamaps,1994
56973,0.0248062015503876,-0.138888888888889,129,18,aquamaps,1994
56974,0.026865671641791,-0.131578947368421,134,19,aquamaps,1994
56975,0.025,-0.138888888888889,128,18,aquamaps,1994
56976,0.025,-0.131578947368421,144,19,aquamaps,1994
56977,0.0266666666666667,-0.131578947368421,135,19,aquamaps,1994
56978,0.0272727272727273,-0.131578947368421,132,19,aquamaps,1994
56979,0.03,-0.131578947368421,140,19,aquamaps,1994
56980,0.0285714285714286,-0.131578947368421,147,19,aquamaps,1994
56981,0.0257142857142857,-0.131578947368421,140,19,aquamaps,1994
56982,0.0304347826086957,-0.131578947368421,138,19,aquamaps,1994
56983,0.0285714285714286,-0.113636363636364,147,22,aquamaps,1994
56984,0.0586062717770035,-0.102272727272727,205,44,aquamaps,1994
56985,0.0657959183673469,-0.102272727272727,175,44,aquamaps,1994
56986,0.082062298603652,-0.118421052631579,133,38,aquamaps,1994
56988,0.0785200411099692,-0.115384615384615,139,39,aquamaps,1994
56989,0.0878953107960742,-0.115384615384615,131,39,aquamaps,1994
56990,0.07360454115421,-0.107142857142857,151,42,aquamaps,1994
56991,0.0745925215723873,-0.109756097560976,149,41,aquamaps,1994
56992,0.128571428571429,-0.133333333333333,35,15,aquamaps,1994
56993,0.13,-0.115384615384615,30,13,aquamaps,1994
57690,0.0240601503759399,-0.131578947368421,133,19,aquamaps,1994
57691,0.0240601503759399,-0.125,133,20,aquamaps,1994
57692,0.0238805970149254,-0.125,134,20,aquamaps,1994
57693,0.0240601503759399,-0.125,133,20,aquamaps,1994
57694,0.0269230769230769,-0.119047619047619,156,21,aquamaps,1994
57695,0.0257668711656442,-0.108695652173913,163,23,aquamaps,1994
57696,0.0243243243243243,-0.119047619047619,148,21,aquamaps,1994
57697,0.0246575342465753,-0.119047619047619,146,21,aquamaps,1994
57698,0.0240601503759399,-0.119047619047619,133,21,aquamaps,1994
57699,0.0251748251748252,-0.119047619047619,143,21,aquamaps,1994
57700,0.025,-0.119047619047619,144,21,aquamaps,1994
57701,0.025,-0.119047619047619,144,21,aquamaps,1994
57702,0.0285714285714286,-0.119047619047619,147,21,aquamaps,1994
57703,0.0283783783783784,-0.119047619047619,148,21,aquamaps,1994
57704,0.0280254777070064,-0.0925925925925926,157,27,aquamaps,1994
57705,0.0513693560325685,-0.102272727272727,193,44,aquamaps,1994
57706,0.0562261268143621,-0.0978260869565217,187,46,aquamaps,1994
57707,0.0705656759348035,-0.109756097560976,149,41,aquamaps,1994
57708,0.123636363636364,-0.159090909090909,55,22,aquamaps,1994
57710,0.0719079578139981,-0.102272727272727,149,44,aquamaps,1994
57711,0.0723938223938224,-0.102272727272727,148,44,aquamaps,1994
57712,0.0723938223938224,-0.102272727272727,148,44,aquamaps,1994
57713,0.0886904761904762,-0.0833333333333333,96,30,aquamaps,1994
57714,0.120689655172414,-0.125,29,12,aquamaps,1994
58411,0.0260869565217391,-0.119047619047619,138,21,aquamaps,1994
58412,0.0258992805755396,-0.119047619047619,139,21,aquamaps,1994
58413,0.0276315789473684,-0.119047619047619,152,21,aquamaps,1994
58414,0.0242424242424242,-0.125,132,20,aquamaps,1994
58415,0.0242424242424242,-0.125,132,20,aquamaps,1994
58416,0.0257142857142857,-0.119047619047619,140,21,aquamaps,1994
58417,0.0242424242424242,-0.125,132,20,aquamaps,1994
58418,0.0243243243243243,-0.119047619047619,148,21,aquamaps,1994
58419,0.0269230769230769,-0.119047619047619,156,21,aquamaps,1994
58420,0.0243243243243243,-0.119047619047619,148,21,aquamaps,1994
58421,0.0258992805755396,-0.119047619047619,139,21,aquamaps,1994
58422,0.0258992805755396,-0.119047619047619,139,21,aquamaps,1994
58423,0.0264705882352941,-0.119047619047619,136,21,aquamaps,1994
58424,0.0266666666666667,-0.119047619047619,135,21,aquamaps,1994
58425,0.0274509803921569,-0.113636363636364,153,22,aquamaps,1994
58426,0.0386243386243386,-0.102564102564103,189,39,aquamaps,1994
58427,0.0574436090225564,-0.0978260869565217,190,46,aquamaps,1994
58428,0.0653061224489796,-0.1,161,45,aquamaps,1994
58429,0.0778021978021978,-0.115384615384615,130,39,aquamaps,1994
58430,0.121758241758242,-0.134615384615385,65,26,aquamaps,1994
58431,0.0739872068230277,-0.1,134,40,aquamaps,1994
58432,0.073385518590998,-0.104651162790698,146,43,aquamaps,1994
58433,0.0670506912442396,-0.0714285714285714,124,35,aquamaps,1994
58434,0.0597527472527472,-0.0806451612903226,104,31,aquamaps,1994
58435,0.101428571428571,-0.0892857142857143,80,28,aquamaps,1994
59134,0.0254545454545455,-0.113636363636364,165,22,aquamaps,1994
59135,0.0241610738255034,-0.119047619047619,149,21,aquamaps,1994
59136,0.0235294117647059,-0.125,136,20,aquamaps,1994
59137,0.0251748251748252,-0.119047619047619,143,21,aquamaps,1994
59138,0.0257142857142857,-0.119047619047619,140,21,aquamaps,1994
59139,0.0241610738255034,-0.119047619047619,149,21,aquamaps,1994
59140,0.0246575342465753,-0.119047619047619,146,21,aquamaps,1994
59141,0.0267515923566879,-0.119047619047619,157,21,aquamaps,1994
59142,0.0253521126760563,-0.119047619047619,142,21,aquamaps,1994
59143,0.0257142857142857,-0.119047619047619,140,21,aquamaps,1994
59144,0.0262773722627737,-0.119047619047619,137,21,aquamaps,1994
59145,0.0262773722627737,-0.119047619047619,137,21,aquamaps,1994
59146,0.0274509803921569,-0.119047619047619,153,21,aquamaps,1994
59147,0.0288888888888889,-0.0967741935483871,180,31,aquamaps,1994
59148,0.0535147392290249,-0.102272727272727,189,44,aquamaps,1994
59149,0.0711014176663032,-0.0921052631578947,131,38,aquamaps,1994
59150,0.0717660292463442,-0.0810810810810811,127,37,aquamaps,1994
59151,0.0754527162977867,-0.104651162790698,142,43,aquamaps,1994
59152,0.0759878419452888,-0.107142857142857,141,42,aquamaps,1994
59153,0.0877761413843888,-0.0806451612903226,97,31,aquamaps,1994
59154,0.0751082251082251,-0.0897435897435897,132,39,aquamaps,1994
59855,0.0236559139784946,-0.103448275862069,186,29,aquamaps,1994
59856,0.0241610738255034,-0.119047619047619,149,21,aquamaps,1994
59857,0.0251748251748252,-0.119047619047619,143,21,aquamaps,1994
59858,0.0251748251748252,-0.119047619047619,143,21,aquamaps,1994
59859,0.0258992805755396,-0.119047619047619,139,21,aquamaps,1994
59860,0.0260869565217391,-0.119047619047619,161,21,aquamaps,1994
59861,0.0241610738255034,-0.119047619047619,149,21,aquamaps,1994
59862,0.0264150943396226,-0.119047619047619,159,21,aquamaps,1994
59863,0.0248275862068966,-0.119047619047619,145,21,aquamaps,1994
59864,0.0260869565217391,-0.119047619047619,138,21,aquamaps,1994
59865,0.0242424242424242,-0.125,132,20,aquamaps,1994
59866,0.0238805970149254,-0.119047619047619,134,21,aquamaps,1994
59867,0.0274509803921569,-0.119047619047619,153,21,aquamaps,1994
59868,0.0345,-0.0857142857142857,200,35,aquamaps,1994
59869,0.0492418196328811,-0.109756097560976,179,41,aquamaps,1994
59870,0.0603718199608611,-0.1125,146,40,aquamaps,1994
59871,0.0714285714285714,-0.102272727272727,150,44,aquamaps,1994
59872,0.0707916287534122,-0.1,157,45,aquamaps,1994
59873,0.0728991596638656,-0.0897435897435897,136,39,aquamaps,1994
59874,0.0822556390977444,-0.103448275862069,95,29,aquamaps,1994
60577,0.0253012048192771,-0.108695652173913,166,23,aquamaps,1994
60578,0.0243243243243243,-0.108695652173913,148,23,aquamaps,1994
60579,0.0236842105263158,-0.108695652173913,152,23,aquamaps,1994
60580,0.0257668711656442,-0.108695652173913,163,23,aquamaps,1994
60581,0.023841059602649,-0.108695652173913,151,23,aquamaps,1994
60582,0.0248275862068966,-0.108695652173913,145,23,aquamaps,1994
60583,0.025,-0.108695652173913,144,23,aquamaps,1994
60584,0.0231884057971014,-0.108695652173913,138,23,aquamaps,1994
60585,0.0237037037037037,-0.113636363636364,135,22,aquamaps,1994
60586,0.023021582733813,-0.108695652173913,139,23,aquamaps,1994
60587,0.0258992805755396,-0.113636363636364,139,22,aquamaps,1994
60588,0.0267515923566879,-0.113636363636364,157,22,aquamaps,1994
61298,0.02625,-0.108695652173913,160,23,aquamaps,1994
61299,0.023021582733813,-0.113636363636364,139,22,aquamaps,1994
61300,0.025,-0.108695652173913,144,23,aquamaps,1994
61301,0.0246575342465753,-0.108695652173913,146,23,aquamaps,1994
61302,0.025,-0.108695652173913,144,23,aquamaps,1994
61303,0.023021582733813,-0.108695652173913,139,23,aquamaps,1994
61304,0.0235294117647059,-0.113636363636364,136,22,aquamaps,1994
61305,0.0237037037037037,-0.113636363636364,135,22,aquamaps,1994
62021,0.02875,-0.12,160,25,aquamaps,1994
62022,0.0268456375838926,-0.12,149,25,aquamaps,1994
62023,0.0257142857142857,-0.125,140,24,aquamaps,1994
62024,0.027027027027027,-0.12,148,25,aquamaps,1994
49060,0.157446808510638,-0.125,47,20,aquamaps,1995
49061,0.14468085106383,-0.131578947368421,47,19,aquamaps,1995
49780,0.0863685932388222,-0.1,131,35,aquamaps,1995
49781,0.0796400449943757,-0.102941176470588,127,34,aquamaps,1995
50494,0.0744773519163763,-0.102564102564103,164,39,aquamaps,1995
50495,0.0727024567788899,-0.0810810810810811,157,37,aquamaps,1995
50496,0.0854145854145854,-0.105263157894737,143,38,aquamaps,1995
50497,0.0805194805194805,-0.105263157894737,143,38,aquamaps,1995
50498,0.0822448979591837,-0.105263157894737,140,38,aquamaps,1995
50499,0.0868303571428571,-0.111111111111111,128,36,aquamaps,1995
50500,0.0829424307036247,-0.105263157894737,134,38,aquamaps,1995
51209,0.0206896551724138,-0.125,116,16,aquamaps,1995
51210,0.0206896551724138,-0.125,116,16,aquamaps,1995
51211,0.0227642276422764,-0.117647058823529,123,17,aquamaps,1995
51212,0.023448275862069,-0.105263157894737,145,19,aquamaps,1995
51213,0.0375722543352601,-0.103448275862069,173,29,aquamaps,1995
51214,0.0703231292517007,-0.102564102564103,168,39,aquamaps,1995
51215,0.0735800344234079,-0.102564102564103,166,39,aquamaps,1995
51216,0.0830903790087464,-0.105263157894737,147,38,aquamaps,1995
51217,0.0848214285714286,-0.105263157894737,144,38,aquamaps,1995
51218,0.0854145854145854,-0.105263157894737,143,38,aquamaps,1995
51219,0.0872448979591837,-0.105263157894737,140,38,aquamaps,1995
51220,0.093956043956044,-0.111111111111111,130,36,aquamaps,1995
51223,0.128571428571429,-0.136363636363636,35,11,aquamaps,1995
51924,0.0201680672268908,-0.125,119,16,aquamaps,1995
51925,0.0206896551724138,-0.125,116,16,aquamaps,1995
51926,0.019672131147541,-0.117647058823529,122,17,aquamaps,1995
51927,0.022972972972973,-0.105263157894737,148,19,aquamaps,1995
51928,0.0223684210526316,-0.1,152,20,aquamaps,1995
51929,0.0225165562913907,-0.1,151,20,aquamaps,1995
51930,0.0225806451612903,-0.111111111111111,124,18,aquamaps,1995
51931,0.0235294117647059,-0.138888888888889,119,18,aquamaps,1995
51932,0.0251968503937008,-0.131578947368421,127,19,aquamaps,1995
51933,0.0263473053892216,-0.111111111111111,167,27,aquamaps,1995
51934,0.0551414768806073,-0.107142857142857,207,42,aquamaps,1995
51935,0.0824463118580766,-0.121621621621622,153,37,aquamaps,1995
51936,0.101599147121535,-0.118421052631579,134,38,aquamaps,1995
51937,0.0911513859275053,-0.108108108108108,134,37,aquamaps,1995
51938,0.100944510035419,-0.111111111111111,121,36,aquamaps,1995
51939,0.0885093167701863,-0.108108108108108,138,37,aquamaps,1995
51940,0.0788018433179724,-0.102564102564103,155,39,aquamaps,1995
51941,0.103236607142857,-0.111111111111111,128,36,aquamaps,1995
51942,0.0755912961210974,-0.0810810810810811,151,37,aquamaps,1995
51943,0.0813824884792627,-0.1125,155,40,aquamaps,1995
52643,0.0205128205128205,-0.125,117,16,aquamaps,1995
52644,0.0205128205128205,-0.125,117,16,aquamaps,1995
52645,0.0208695652173913,-0.125,115,16,aquamaps,1995
52646,0.0210526315789474,-0.125,114,16,aquamaps,1995
52647,0.0203389830508475,-0.117647058823529,118,17,aquamaps,1995
52648,0.0232876712328767,-0.105263157894737,146,19,aquamaps,1995
52649,0.0324175824175824,-0.1,182,30,aquamaps,1995
52650,0.0232876712328767,-0.105263157894737,146,19,aquamaps,1995
52651,0.0279411764705882,-0.131578947368421,136,19,aquamaps,1995
52652,0.0267605633802817,-0.131578947368421,142,19,aquamaps,1995
52653,0.0244274809160305,-0.131578947368421,131,19,aquamaps,1995
52654,0.0329608938547486,-0.1,179,30,aquamaps,1995
52655,0.0551414768806073,-0.107142857142857,207,42,aquamaps,1995
52656,0.0703896103896104,-0.1125,165,40,aquamaps,1995
52657,0.0747739602169982,-0.1,158,40,aquamaps,1995
52658,0.0908791208791209,-0.111111111111111,130,36,aquamaps,1995
52659,0.076221198156682,-0.102564102564103,155,39,aquamaps,1995
52660,0.0782967032967033,-0.102564102564103,156,39,aquamaps,1995
52661,0.0756073858114674,-0.102564102564103,147,39,aquamaps,1995
52662,0.0803571428571429,-0.102564102564103,152,39,aquamaps,1995
52663,0.137181996086106,-0.12,73,25,aquamaps,1995
52664,0.146551724137931,-0.142857142857143,58,21,aquamaps,1995
53363,0.0205128205128205,-0.125,117,16,aquamaps,1995
53364,0.0203389830508475,-0.125,118,16,aquamaps,1995
53365,0.0195121951219512,-0.117647058823529,123,17,aquamaps,1995
53366,0.019672131147541,-0.117647058823529,122,17,aquamaps,1995
53367,0.0201680672268908,-0.117647058823529,119,17,aquamaps,1995
53368,0.0203389830508475,-0.117647058823529,118,17,aquamaps,1995
53369,0.0233333333333333,-0.138888888888889,120,18,aquamaps,1995
53370,0.0229508196721311,-0.138888888888889,122,18,aquamaps,1995
53371,0.0231404958677686,-0.138888888888889,121,18,aquamaps,1995
53372,0.0231404958677686,-0.138888888888889,121,18,aquamaps,1995
53373,0.025,-0.131578947368421,128,19,aquamaps,1995
53374,0.0253968253968254,-0.131578947368421,126,19,aquamaps,1995
53375,0.0283783783783784,-0.125,148,20,aquamaps,1995
53376,0.0521200260926288,-0.0975609756097561,219,41,aquamaps,1995
53377,0.065668202764977,-0.107142857142857,186,42,aquamaps,1995
53378,0.0763392857142857,-0.1125,160,40,aquamaps,1995
53379,0.0872448979591837,-0.118421052631579,140,38,aquamaps,1995
53380,0.0623280423280423,-0.125,135,36,aquamaps,1995
53381,0.0764502164502164,-0.109756097560976,165,41,aquamaps,1995
53382,0.0829887218045113,-0.1125,152,40,aquamaps,1995
53383,0.103138528138528,-0.121621621621622,132,37,aquamaps,1995
53384,0.0932485322896282,-0.118421052631579,146,38,aquamaps,1995
53386,0.143859649122807,-0.142857142857143,57,21,aquamaps,1995
54084,0.0206896551724138,-0.125,116,16,aquamaps,1995
54085,0.0201680672268908,-0.117647058823529,119,17,aquamaps,1995
54086,0.02,-0.117647058823529,120,17,aquamaps,1995
54087,0.0205128205128205,-0.117647058823529,117,17,aquamaps,1995
54088,0.02,-0.117647058823529,120,17,aquamaps,1995
54089,0.023728813559322,-0.138888888888889,118,18,aquamaps,1995
54090,0.0235294117647059,-0.138888888888889,119,18,aquamaps,1995
54091,0.0233333333333333,-0.138888888888889,120,18,aquamaps,1995
54092,0.025,-0.119047619047619,152,21,aquamaps,1995
54093,0.0258503401360544,-0.125,147,20,aquamaps,1995
54094,0.025,-0.131578947368421,128,19,aquamaps,1995
54095,0.026890756302521,-0.138888888888889,119,18,aquamaps,1995
54096,0.0270676691729323,-0.131578947368421,133,19,aquamaps,1995
54097,0.0530332681017613,-0.0952380952380952,219,42,aquamaps,1995
54098,0.0610714285714286,-0.104651162790698,200,43,aquamaps,1995
54099,0.0758651286601597,-0.1125,161,40,aquamaps,1995
54100,0.0543478260869565,-0.136363636363636,138,33,aquamaps,1995
54101,0.0642311886586696,-0.125,131,36,aquamaps,1995
54102,0.0829887218045113,-0.1125,152,40,aquamaps,1995
